	icept	comp_000	comp_001	comp_002	comp_003	comp_004	comp_005	comp_006	comp_007	comp_008	comp_009	comp_010	comp_011	comp_012	comp_013	comp_014	comp_015	comp_016	comp_017	comp_018	comp_019	comp_020	comp_021	comp_022	comp_023	comp_024	comp_025	comp_026	comp_027	comp_028	comp_029	comp_030	comp_031	comp_032	comp_033	comp_034	comp_035	comp_036	comp_037	comp_038	comp_039	comp_040	comp_041	comp_042	comp_043	comp_044	comp_045	comp_046	comp_047	comp_048	comp_049	comp_000	comp_001	comp_002	comp_003	comp_004	comp_005	comp_006	comp_007	comp_008	comp_009	comp_010	comp_011	comp_012	comp_013	comp_014	comp_015	comp_016	comp_017	comp_018	comp_019	comp_020	comp_021	comp_022	comp_023	comp_024	comp_025	comp_026	comp_027	comp_028	comp_029	comp_030	comp_031	comp_032	comp_033	comp_034	comp_035	comp_036	comp_037	comp_038	comp_039	comp_040	comp_041	comp_042	comp_043	comp_044	comp_045	comp_046	comp_047	comp_048	comp_049	emotion	sub	feature_set
0	-7.3837883112229585	0.039154959435578916	0.41515595538933064	-1.8979321359001704	0.11697994630273158	0.9665306473247917	0.8054492219470005	-1.0701093843195124	0.025412463912688345	-0.31363686043406686	-0.5925722682190171	0.14952854852878908	0.665411332782213	-0.20353898450884272	-0.7778190824567928	-0.202652307042585	-0.8667814292875938	-0.26980603745530735	1.3139470493288143	-0.045605719200788826	-0.7818396747054475	-0.14722148611087107	-0.5140262191141667	0.20489858804684866	0.035781873695094675	-0.9492874472385847	-0.6559580687336198	0.4180542212955962	-0.046708790651201156	-0.570608194755856	0.3833279131911241	0.4692351295294303	0.04039950379062649	-0.1256941488191039	0.636245761819056	0.3958951504478277	0.01988127822294029	-0.9354818294239053	0.5625457416957359	-0.2996548214839185	-0.6445550120460709	-0.1818246310956791	0.03482346090926966	-0.20402641372747218	0.0672672005937229	0.4058718193247372	0.45746042995330777	-0.054190933348502085	-0.04676197102128514	0.228282543262586	-0.01650349854554101	-0.022618816124931204	-0.9111161731107571	-2.283973032376729	2.215228652911548	2.1429145425298106	0.3353232985969035	0.033874197116726464	-0.5399252044587416	-0.5857034930750926	-1.0229575431668776	0.06864400456622638	-0.2527164531457122	0.4766617706599567	-0.5563112252829966	-0.6422325579085357	-0.7306458285012444	-0.3077307240899208	1.2044312768939032	-0.34493712190959835	0.5070529372380239	0.7146270240953642	0.3056011043120214	-0.9739639827058834	0.0070031055463207785	-0.5498102134588813	-1.114000753697749	0.1290464430730244	0.35520055329786004	-0.31856106107925447	1.4090336277443223	-0.07741261162761243	-0.4762389451821955	0.9085471742556744	0.5491993605695673	0.04028648195117689	-1.1326349754137544	-0.3688676012680288	-0.4372223551770442	0.0892524674810235	1.4779901974388188	-0.6828792747829199	-0.11933281722201258	-0.7439072112920116	-0.5685939730768017	1.1196375116523813	0.517703134394592	-0.19893191561717102	-0.7169391704644856	0.3831383878650285	-0.5337056670324855	anger	01	vertexPCA_type-static+vertexPCA_type-dynamic
1	-6.498320821190301	-0.1944678333378957	-0.12674550763348688	0.2625094532390521	0.08186687745173156	0.33081882001405183	0.002354078435307771	0.6704052762411392	0.2066428042521505	0.34972422966599404	-0.06328884018213426	0.5605620971732018	0.17044525890408316	-0.19518947112126347	0.6069840518508745	0.22017617434539258	-0.4537954719448766	-0.810966903829889	-0.15806871888015508	0.08124779657177132	-0.11012032179105459	-0.5488423155792863	0.005999381206733146	0.4806273379086649	-0.4950239065240632	0.2117200567413742	0.4752626055195161	-0.20914158841784541	0.02924748519384889	-0.08775298954820263	-0.20358641724668874	0.17656687648552702	-0.30206475487244666	0.18902724389594666	0.28259879870366605	-0.10271353532400998	0.2414624586153511	-0.4946367609384073	0.10368811643289114	-1.0263671958267506	0.24835899445222956	0.03011578704122805	-0.46239733563619523	-0.47146530289931177	-0.10859742012785972	-0.3512793157941595	-0.19688115487492866	0.4047947393781755	-0.36682405025758436	0.6834234791472071	0.16668305782231	-3.6152579258703823	-2.0965338571857965	-1.0558226541861269	1.3307395046417276	0.9882049391273188	-0.7026944539120881	0.21964297348188822	0.003956689098004327	0.09782415458646568	0.0012447631553921526	0.5819604443349765	-0.3325807599609967	-0.24549593048178506	-0.20619016581929345	-0.26317510876663064	0.9735217755259802	1.2126262316760297	-0.5010366534633328	0.06154691334492223	-0.7533058489908911	-0.003392655263807367	-0.6015626182184391	1.0995125408292095	-0.5971568183637355	0.09665452514170289	1.0434333471712731	-1.1103224969478762	-1.4285934437284782	-1.1005036168560889	0.3240107958667437	0.5029976999613787	1.210474566683512	-0.1060271602074358	0.2846423741196349	-0.2828022986520795	-0.06823181928328852	-0.507290965885027	-0.5628638040910283	-0.7565963614709631	-0.43200508433168444	-0.5024657920689869	-1.19210880257583	0.28820179836128285	-0.6648960761848598	-0.5364836008893242	-0.20222154818928226	0.3992818266844866	0.1730511876684537	-1.0208364150006686	0.05758626637203232	disgust	01	vertexPCA_type-static+vertexPCA_type-dynamic
2	-5.899252635653121	0.7605083327747637	-0.24790434779998072	1.1119219153281685	0.020000650572022983	0.06294916236347375	0.2678983734917776	0.3395966805979851	0.9735045867039996	0.1260495062997732	0.18540646314346407	0.11668054507503635	0.0835315464979123	-0.2641311706543011	-0.0332781109025181	-0.37794327786643506	0.18357895720301085	0.1709236596703118	-0.28811980678782967	-0.47507731573905027	-0.48210479160719133	0.5250090209423043	0.54472770032177	0.20492495565782712	0.023877770791960174	-0.04736261005802857	-0.4711142075198273	-0.387810656264655	0.2908398506690297	0.6275314681340078	0.09901071996168481	-0.09697474680685639	0.06985202553194879	0.19509965159148973	0.6577717768304222	0.3072843725540262	-0.5048324868905142	0.6205400579259933	-0.6701620443026353	0.8117109413619177	-0.6642653360040572	0.6669248003845655	-0.3809263852208175	-0.04423939762850705	0.9018575338165093	0.6136091585142845	-0.10120134045339434	0.3045736217439668	-0.7529084466459511	0.14337389611647755	-0.2209559073434306	-2.0071319433555677	-0.8753231971198975	1.1439394967883212	1.038694871808876	-0.21663619909415976	0.03487354768471687	0.943327881225012	-0.4208972664400287	-0.13434927922492423	0.7882858947092061	-0.31319149754241665	0.6137224892765686	0.3700281371380262	-0.5069208261677626	-0.12044227157033083	0.16952484449555308	0.32069340459127177	-0.7316111960305406	-0.1619174452296459	-0.22354155945183765	0.17163785693860903	-0.2856406634446352	0.4170016298702513	1.1705930507616822	0.09959650918184533	-0.2749563411615019	0.00923402677451876	0.8267023708859967	0.20300485714763294	-0.6088049072408864	-0.27302619218208357	-0.7612465799275253	0.7793188446148294	1.0796662360835958	1.2043172390704056	0.35985061918499645	-0.12844848481300575	-0.07766916409540747	0.2832589883990939	0.053555514564887836	-0.2780419399385313	-0.13764393914250966	-0.2072351903134155	-0.599619573954087	0.05109437261730499	0.6032202985392349	0.1274591930758403	-0.41943790491345373	-0.19506389884808012	-0.08872361040136843	fear	01	vertexPCA_type-static+vertexPCA_type-dynamic
3	-7.233288093348839	-1.5279557432994304	1.1003374554062233	-2.1706306089153093	-0.2990298014945337	-1.6096391436099657	-0.722945986879209	-0.9014289043493888	-0.8167948549927404	0.515384309905945	0.8566358135750005	-2.0331671996087923	0.16161296134862188	-0.9240071399615082	-0.3678696627858498	0.759973430090086	1.989233959369782	2.0552742073520296	-0.23440807271164157	0.16609112501480344	2.8625163238103495	1.4859658350345881	-0.7237414118692287	-0.8189315965343255	1.4710721453945441	0.3627600872350646	0.565562197859606	0.248136550263201	-0.5706559648330155	-0.6682177806659343	0.689809575002874	0.13777150857724987	0.7783128970235693	0.28824921194517567	0.1403524173414951	1.2780672624999736	-0.7668386776646655	0.3012493986412536	1.120281928921901	-0.7084965254783193	0.13631028480180832	0.022243085687539556	-0.8209111795336471	0.644700823597383	-0.9618512809525822	0.45565999307586885	-0.47988966939695393	-1.0210558439673922	-0.3771794684772493	-0.20294473184528491	-0.015790091227950723	-0.2723204896685686	3.589494505542705	0.28229970241538915	-2.038181107013711	-4.283683452562571	1.0381713248667843	-4.552925970928239	1.6154881611210976	1.076588505208054	0.18214691384257659	-0.7104923964722615	0.026989265730013513	-0.17710219510940167	-1.197716482902578	0.010953219209409866	-0.21784160380578627	-0.5282564701028533	-0.8743916680312609	-1.1916977512027138	1.1769768828059037	-0.5583098937589897	0.38697371789617796	-1.581879635783167	0.934501677926098	-0.0670918551416318	0.11381335993228406	0.29903335969216815	-0.4989000162440645	-0.3003408715954699	0.22173701247029726	-1.173859730378056	0.10289768320452385	-0.9715107570073833	-0.056223012356083464	-0.08849715126285201	-0.09006265175654984	-0.6808835650681212	0.6408045392480797	-0.8906273296728243	-0.9339255808867697	0.9122985972422516	0.5154759278613154	-0.08368618870914334	0.5833864376419489	0.08432776889299927	-0.8389583905674275	0.06068953452456267	-0.34349678094255087	0.1493564182867574	-0.23916718251571475	happiness	01	vertexPCA_type-static+vertexPCA_type-dynamic
4	-8.9094611298332	0.340823772147279	0.09920014803643616	1.1221161274022942	0.4226410938251775	0.517016740692727	-0.6212847249026209	-0.6219139025737249	0.04016322663504813	-1.3313335468862835	-0.2313292970206443	0.009955625988162244	0.286658003417596	0.8186010190444502	0.06322870081142268	0.4298807058013027	-0.08770029213386371	-0.6502064463546086	0.17982725894533724	-0.13257433451338752	-0.3671593966109869	-0.722372554312882	-0.5155830797415889	0.12310636601965141	-1.57167088835962	0.07306024847644371	0.23659922048605847	-0.6792481459562881	0.5320789877454284	-0.2803227623967032	-0.8975502723023819	-0.09192608496182349	0.14117038040518362	-0.945705251964508	0.036460103625239534	-1.0566529472346664	0.32206593198647143	-0.07717291483298645	-0.9548635486781903	0.437976740089738	0.5249262009514675	0.5618310627972731	0.02167579358983193	0.05672222887740927	0.25343841296246716	-0.6427268249986454	-0.2932323442424263	0.3084118257887248	-0.13492024029325303	-0.17841569466325058	-0.08749661675106134	-3.443958165983344	-2.6077517352567856	3.1635269935509926	-0.7067176892487003	0.9637814999707647	-0.14505888591243202	-0.6908055492613147	0.882281266929008	0.27569363761320553	1.161479444182717	-0.17427245350890852	1.1138872229544146	-0.352851731353745	-1.4634047317033803	-0.10484676555344909	0.3168814742069552	-1.026611135696626	-0.44710759690264773	0.5016135458778094	0.9792501774572696	1.8595230655161197	0.6948055254335089	1.0229446491556613	-0.6798148055187467	0.4196002695917904	-0.6521937985188441	-0.9203957973735865	-1.095226367602511	-1.071193178488808	0.2601053849221568	-1.1870871431824386	-1.3101921708234994	1.7606091352135989	0.2813351242983934	-0.06631567168225055	-0.5328928379462124	-0.10283787697788097	0.2186856565866519	-0.31079883299629785	0.02940786081641766	-0.34194933273695627	1.1557140593254756	0.5970497981584724	-0.39906874476521564	0.5047168292058664	-0.3251601911378754	-0.03148219578534026	-0.003866932272553466	0.3400172493607441	0.8253620250618835	sadness	01	vertexPCA_type-static+vertexPCA_type-dynamic
5	-5.794977084984111	0.5826370605242489	-0.31161232624606416	0.33032070782968226	0.22840884311757864	1.0206708473456318	-0.43479114330947055	-0.2126368965104223	0.20344125060102283	0.039513832649927666	-0.3492099224584326	-0.03579037403007656	-0.37351518406441586	0.37725266471899543	0.6192085924771722	-0.15808212269568633	-0.08484915997183505	-0.23329174004656486	-0.605881132084143	0.2697206518038086	-0.6267885202057856	0.4722519041959737	-0.08862126357560815	0.38115692353575453	-1.2395630706703853	0.36174227989433183	0.22543320138299128	-0.02235970538588343	0.2971152383755138	0.47813197206048114	0.46145747800641834	-0.16049978264096829	0.3484715166987416	-0.3193804133518834	0.0002166367973406996	-0.29408297051564675	0.0315813527217291	0.895003295813993	0.6554067922442911	0.7682777549234472	0.22162011924030614	-0.19167750713313347	0.42626101144887735	-0.422143844522737	0.4054570378917782	-0.6523151062931037	0.12935315295065256	0.725107051058473	0.03987405855871549	0.8068507236918901	0.013567582668700711	3.3888083570196823	-3.6727683795601833	0.24492089436491335	-1.9696377816600061	-0.5045987116567336	-0.4213542222254201	-0.11594226889208593	-0.058213811833476375	0.013062380033875673	-0.16680729481091203	-0.40926624378221915	0.6614534907342392	-0.06884344048472686	0.8683525964834433	-0.10734905925006238	0.8448290924170295	-0.4274436020301497	0.6679146070690349	0.48283242854909025	-0.32131186434718395	0.3452314416283048	0.0064923246950247095	0.3384101628550909	-0.03974205943516604	-0.9684792263845889	0.2720244680998898	-1.4402481445162576	-0.2867423925505434	0.4019014651371933	-0.48406184303693517	-0.09160395201368411	-0.6650306069664379	-0.0887716324827866	1.1088905447602035	0.3778601751785196	0.3798475610277834	-0.12031399336601516	-0.009415245756366984	0.5994209610636446	-0.027665153701335973	-0.4732737861292548	0.4534515879321645	0.05529477536558916	0.14501266327436788	-0.5171443574998308	-0.19416248123945576	-0.44072884356129083	0.8572449072894828	0.6054131461183463	-0.07768823969019607	surprise	01	vertexPCA_type-static+vertexPCA_type-dynamic
0	-7.567354266357824	0.3671058065493107	0.29323804978696166	-0.7705848602487084	0.5486998748515236	1.4697941571169955	0.31279126013167424	-0.6598200870382358	0.3409073001847886	0.1044354368222293	0.3033410035849551	-0.017290035258257726	-0.34735864680300843	0.47010133584635355	0.36631867984759475	0.719744079781345	-0.45507300661650807	0.18378345804179863	-0.061593019703397374	-0.2977795410932273	0.07364553318620785	-0.37227918299339113	-0.1209976515498011	0.017264699037642158	-0.6873745718303179	0.07881929904174802	0.9126542942821487	1.0497610460746083	-0.14038793177623343	-0.7976699645160196	-0.3077911630269234	0.14572843525480864	0.9399659632094175	-0.7749225654566062	0.06680099689240215	-0.34896195062651325	0.26209240220483915	-0.05180995638621092	-0.24723147238723087	-0.01702634577664291	0.09846057052239772	0.36489711551753584	-0.19401094892427156	-0.4428242100804034	0.04591895875799058	0.4626545879710378	-0.1172441141001118	1.110577021188121	0.059331898499269654	-0.5494669213813401	-0.05951546026480508	-2.182846048000725	-1.422848514442367	-0.5449976309410123	2.4853945727304345	2.1009420778009456	-0.7981571290814881	0.5957616370951991	-1.2836588195302026	-1.4853029741541655	0.5104479342670344	0.9582188014135322	-0.9664867289201158	0.182213156500714	-0.4531058356393748	0.017308999424928088	0.20684229702866958	-0.12458841297153768	0.233050565279136	0.08250767207746619	0.3355595980603568	0.6929381350015779	-0.2611005446629344	-0.12778512080478246	0.5851137439627204	0.3680975951193084	-0.21166437435474603	-0.18904999671168568	-0.5244770811759456	0.22217002527677338	-1.1017357348135446	1.2042640583166528	-0.28284846392183993	0.8298860820470341	-0.25797943665393563	-0.4051919256573406	-1.0702169356322875	-1.4079910380849197	0.6884687834521217	-1.2466395595358328	0.6973740903659815	1.0168797062730721	-1.206597095590425	0.3926566206164594	0.08502684204078179	0.3377101918916051	-0.9983531251372579	0.1641524227397873	0.4062088163357707	-0.6352734017585457	0.7002075238350771	anger	02	vertexPCA_type-static+vertexPCA_type-dynamic
1	-4.4621269277195506	0.5489914421384633	0.04241432574425988	-0.1260736720975317	-0.25640450424797945	0.2707284192586252	0.3910299686803	-0.11831770904626873	0.45212017040662483	0.21077566173214765	0.3375466799197324	-0.055540056441560764	-0.15338456135506595	0.3501458479524899	-0.03933772094737756	-0.339852054725473	0.5575122090999808	-0.016576582031239132	0.07505801419583945	0.2743300263122104	-0.27564811402206474	0.17258299871895136	0.01643491984711049	0.3966073772393534	-0.2354069448717825	0.2677148919872971	-0.7796461767792334	-0.9228608975978679	0.6178521343095084	0.27244238010653904	-0.1708699023434583	-0.6142015324740059	0.1932924207246284	0.7577047085225729	0.3994348730866434	0.05055486249544845	-0.13382067953112295	0.18675855248497114	0.857449722235454	-0.3157086223877734	0.4845118349183175	0.3040396040844399	-0.5063373984350795	0.5628616861951419	0.3202953025677892	0.4811639487727815	0.16300927794908165	-0.29577274892961186	-0.5261201370399752	-0.2075574624737144	-0.3269756035411502	-2.9268425641919107	-0.20855208180951343	-0.65225400836028	1.5616389236734565	0.43682668936455826	-0.3613678613315806	0.32095872019556987	-0.4707361405424487	0.28529110639918537	0.09169855719495795	0.04828716386473673	0.07666307798752309	1.0599543748739209	0.24674000029224877	-0.6139662453618243	0.062358646828357615	-0.23131849754756226	0.6458949035771222	0.25900176697477223	0.6022789964371711	1.112418226595565	0.886054176267034	-0.7226349711054338	-0.37191329500864545	0.06516250103488086	0.42593435676117253	-0.08526044258088283	0.32190188093260724	-0.08660544036762202	-0.3213869880676868	-0.34638328881279984	0.32185658799705336	0.3914677082514019	0.4628576662723185	-0.37025003520200106	-0.2484377753158071	0.40905584447884275	0.2172555557775281	0.6384174577129901	-0.08446007312130993	-0.17472850978559828	0.15553313432956947	0.18109747519866926	0.321036374148619	-0.30342118501728144	0.21554756738040587	-0.12843330616808812	0.096822681401355	-0.36634404127896825	-0.17937282832181406	disgust	02	vertexPCA_type-static+vertexPCA_type-dynamic
2	-11.476365822000766	0.4600249226858276	0.315098629046151	2.1308716537035717	-0.5233379920544525	0.8499317575815595	0.3110526891973457	0.6921528996632857	-0.10702903660124313	0.30801579532100914	0.2459560847516424	0.4149905033428068	0.29507833391594485	-0.8712508269460721	0.6650894634640347	-0.2232321108440861	0.25795135171632216	-0.0958332367645583	0.47345241948658595	0.8883106198761692	-0.014452946741519984	1.1420795086762903	-0.004016574891486938	-0.8274434795792446	-0.0961332141249091	-0.8259149576149408	0.09189374887638185	-0.3619210126104352	1.0669641730351023	-0.8838728658012991	0.6891740726962549	-0.27333406341190164	1.002581227765077	0.3416048872573515	-0.3110887017152413	-0.5534696548591141	0.10172053791872152	0.19231788474084277	-0.14392973434660622	0.5020113011454742	0.6902422972362247	0.12889222792321908	-1.0446373792663872	-1.7282910422305242	1.3475958028660957	-1.000925560331269	0.24670163184938576	-0.04984188336610861	-0.13236134545014394	-0.2935695151918625	-0.41420840035598877	3.508438849238758	-3.7566309726854517	2.399146874859154	1.6143322153211161	-3.147686210067826	-1.6433509549423024	1.2488850184933853	-0.8129850559051743	0.11273740948604734	-0.3218276448165653	0.17549745790069704	0.05152032888537077	1.3261692403117171	0.7511578132293326	0.4271466694089717	0.28150558171710843	-0.4686776284333925	-1.1925720565805877	0.9535435363230238	3.4083546780731973	-0.6658962963931931	-0.601716638289489	0.9722765453305549	-1.2691066802123319	-0.2247633949387077	-1.8915771153779508	0.9500795984108709	-1.1353204410650894	0.882365941833953	-1.3733513786838498	-0.23605454881692714	-0.8919474089575384	-0.7218649768543395	-0.6316114682046586	0.5104862204456565	1.0256298849734165	1.1652030938010651	1.9974038384099708	-1.1531583747057683	-1.653393086882478	-1.1803641838008931	-0.4487123683853724	1.4009474121030476	0.7358843494923188	0.3939726192913035	0.8051137653828289	0.05220118770300167	0.3312745205445008	-1.0668204280740385	1.6526434364981635	fear	02	vertexPCA_type-static+vertexPCA_type-dynamic
3	-4.373107073689827	0.08886859540265785	0.06036233602068724	-0.4669987379683978	-0.31601719373307796	-1.0921783035731527	0.1649120434450583	-0.6260709347316137	-0.5496698870950216	0.5919309378440327	-0.26425750193063985	0.007452499125017884	-0.41081684734313983	0.18805585733355915	-0.1551608863023102	0.1671714736564292	0.23477371939956504	0.3790671305647487	-0.14117224570991965	-0.24132943442667365	0.4776197127363721	0.1980236059710521	-0.004354156716166942	0.5757340842778684	0.3036371883507634	0.020758685429847868	0.3126597413601226	0.412640650517673	0.15516466446739405	0.08536486634780165	-0.05633461785692966	-0.420424144236575	-0.12093649842709957	0.20181556480632643	0.6185897587128507	0.7826189016686134	0.43134370752103945	-0.8719735516363598	0.36735377999300617	-0.3676536676575589	-0.5061920167066538	0.12804149906056006	-0.3294230982211303	0.5441966978390128	-0.3764279861742588	0.43313041230122384	-0.39086861249327215	0.4628404694499626	-0.025064960516317125	-0.4694534177628303	-0.2752413308920731	-1.7288356852473812	1.8892866010742464	0.917339715311659	-1.4801025250100084	-3.0487815476886686	0.3436382268515626	-2.305994596806293	0.541215907345141	0.4372939766773903	-0.39931906939215184	-0.24416593130423192	-0.20832659254132682	0.4784060959373514	-0.8262326900327482	0.16674449844671974	-0.5985294767021826	-0.7169078999553955	-0.3805730232917904	-0.43025339740687163	-0.14951069587657315	-0.21364682232605964	0.35782119850242117	-0.38094579655008914	0.1294048193326206	-0.20808947802223796	-0.3518842602363153	-0.4371297084754104	0.11550800377159712	0.25414398043804703	-0.5130287862707711	0.1395109682530004	-0.3825466307583602	-0.04628604865629979	0.36123662887820585	0.6434797507972259	0.301368053621431	-0.49903004422670216	-0.39892278491085187	-0.746567983165798	-1.088517994015974	0.5656100924785987	1.166629497015563	0.4250216172820513	-0.2588803250712875	1.0558768109823933	0.2546997621345	1.1826571532938774	0.5323686052144226	0.20384963843454812	-0.23139955748670013	happiness	02	vertexPCA_type-static+vertexPCA_type-dynamic
