	comp_000	comp_001	comp_002	comp_003	comp_004	comp_005	comp_006	comp_007	comp_008	comp_009	comp_010	comp_011	comp_012	comp_013	comp_014	comp_015	comp_016	comp_017	comp_018	comp_019	comp_020	comp_021	comp_022	comp_023	comp_024	comp_025	comp_026	comp_027	comp_028	comp_029	comp_030	comp_031	comp_032	comp_033	comp_034	comp_035	comp_036	comp_037	comp_038	comp_039	comp_040	comp_041	comp_042	comp_043	comp_044	comp_045	comp_046	comp_047	comp_048	comp_049
id-1293_AU22-66_AU25-100_AU5-33_AU9-33	-191.49377897533512	-45.68824000947263	-115.89569011241466	71.76281169024067	27.94569160645753	-45.75583819980384	8.672829000259846	-52.23496745283308	-27.601411925185456	-41.646018372664535	17.266483472321617	-43.23423063792555	-10.118134243597481	21.538838507567462	11.788591262238864	-4.449945196832145	1.4679919452099066	-1.2283716465288146	5.405363924861233	40.02651845545465	-1.534196815289759	-9.34987708368945	2.270680305821335	4.806057740721612	3.207462612654329	-3.806165756181132	-6.546793448997695	0.2898493280169694	-0.3210419975638832	-3.690866645566477	-1.841318760686443	1.1345251881417115	-1.832615993786415	-0.2757508869359055	1.932030669608655	0.4205510707855708	2.4226296477966516	-0.20958590916749587	-3.161763751902228	0.254786643000752	-0.0478908569563122	-0.4185225963207977	-1.1730800151101086	-0.14639063399163854	-1.2796259857864039	-0.6938594627597012	1.7108516408084622	-1.269477995276081	0.03026439232664073	0.5558076010613073
id-1293_AU24-33_AU27i-33_AU4-33	437.5789956224808	-114.48699111302962	14.554940888361223	14.176842837461216	62.87028039696624	50.90561221780432	-26.84367931824526	-35.29210461141418	-23.726011207030933	-9.902230227473273	-5.8743629921436025	38.353517359431535	53.44171673340617	9.639292244734289	3.1140905275397377	-21.815435853815973	-5.376989435890213	-23.988487893973723	6.760848930036442	-5.461536535892295	3.2087894376639627	13.54071782175097	8.857195802687501	-0.11368450382473927	-4.8468412096643485	6.389752128262747	-3.3460369484729306	0.0011684402032755559	-6.614314041778008	2.467677193247197	8.654931371001833	-0.1880279153131488	1.1360854905409314	0.21877064638581037	-1.3006704749532965	-0.8147611743012734	-1.4038219241395613	-0.6127678555070937	-2.2508679957050632	-1.0276649550587087	1.9107843429630766	2.5573294665356636	3.0101650051313826	1.7867835818651778	-0.650833564031319	1.378206813313193	-1.8585971131384134	-0.026692525258008692	0.590325820178247	0.5172029521664179
id-1293_AU27i-33	518.5236520555914	-119.01556560509022	17.80877905476438	43.25335459997297	-20.325946619146137	17.883017192510295	-36.11114811050564	-40.51190398650469	-0.05666522119831946	-20.261264459846462	-13.358308877721264	-0.20606185138807045	48.63944214375606	7.65100600662653	-14.536800464019185	-10.36231539867998	-15.2249742315921	-18.581071147395473	-4.175639657474479	-5.458470103054125	3.8577891695735755	9.33150688709335	8.655707650019943	2.8347848603561214	-5.043441816000696	1.3923321489530471	-1.7522715352962464	2.8035287161646023	-1.1578573175942801	0.4644026110047921	3.2763779527053165	-0.4622443946173934	-0.4657350550903864	0.0012661287672078025	-2.927308920080618	0.06204030837815677	0.05729855912941484	0.40617665290162747	-0.20315151078313187	1.2210306185048583	-2.080452158323174	-0.550716426867013	3.065668164742465	-1.7121862127847491	0.6593233589252563	-3.263628616922637	-1.0958020043066443	1.8886398914086597	-1.394960480184392	-0.8024190995943452
id-1293_AU6-33_AU7-66	-138.72889692365678	-100.70021241967908	4.593703960606464	10.822024309837044	35.114806120767106	-79.95638032882471	-52.01354757802912	-34.71124868273548	3.1423087364277524	52.503117960184696	-16.92138672281594	-21.230280241294516	-5.34807578508986	-18.756277412219237	-17.531225355893024	-8.716726428999452	-3.7440061495529866	-0.1573662841477833	-6.9272282520147135	-4.197161100027384	5.440317895064047	3.447910826653232	-1.4310575390939582	-0.7756874601248144	-0.16357723205629743	-0.586039698899987	0.9885936343954962	-0.3219976720058271	0.4096786624016702	-0.4939443478178519	-0.08222579766498772	0.9697183703358239	-0.7360702801286008	-1.933465217139834	1.6943446640562776	0.03643418038405727	0.35998897081828574	-0.47238625994698447	0.5437476873649612	1.9485690380388039	0.2983348090036593	0.24852998027454265	1.0385704262020452	0.131337797934306	0.4575150402707834	0.8035230861773746	0.056314440009287425	-0.5985225924799058	-1.471532203330299	1.7581636678062387
id-1294_AU10Open-33_AU7-100	-325.6118537177486	-1.5198507362059668	-219.7597737759372	106.15204832270582	-18.175123688822218	-33.440814749985826	51.141937282192536	11.138076814351928	-4.09117058026592	11.444768099349707	-18.337049709881565	28.811589469595397	-4.438327998454304	-37.93207424637222	3.0356685439730406	15.196927916928956	-32.495689195823275	-9.981484570601166	-6.174326780164984	-4.8670139493363616	-2.6177444636924414	4.597715358066916	0.8754045369644455	-5.311365043612074	0.6819821850208357	-0.3507812653806634	7.500933867856863	0.00509916512270836	2.4962176480558513	0.4800568622951168	3.76061484604514	1.7603155035365778	-1.0347470907822627	0.6017312398574368	-1.6176249110322698	-1.4221750725664495	2.827800996134833	0.9874694994697933	-0.3143613366286706	-2.140750183103347	-2.045030805301921	-1.783419032852428	-0.3968572709277538	3.0575781122173766	0.9862786539087528	1.8439621067653142	3.2555124427736875	-2.753434741167391	-1.4817559871072916	-1.8595299391815605
id-1294_AU10Open-66_AU27i-66_AU43-33_AU7-66	408.8181983457708	32.96391467622625	-155.67366071378837	140.52609384957896	34.22277438113988	-5.872974480667338	-9.542098045217317	28.27519924024061	91.76370431529308	45.009411639146414	9.533570810681903	27.212913582528287	50.13815012948844	-2.787797717371575	17.36518649264166	13.060293155771328	-32.6956718293086	-22.31557173875347	-6.212898443364219	0.7672309136600057	10.16580930755068	14.809942203130452	0.5357511554108161	13.596643011730386	-1.620126071436581	-1.34817119852561	-6.520742847018335	-0.5071625292305995	-2.7786668374225196	-0.4154094983213024	-0.04224966969794164	1.18518479520314	-2.9013904912302335	1.412465345093255	-1.1884312796217409	-3.4145868505922223	2.172340993676556	-1.888128835302912	-4.435702958648524	-0.5530598302964547	3.0450433463080637	-3.1304224280881128	-2.8252519969008763	-2.854644361546838	-0.13687809894734088	-7.22991228816122	-5.946125761075896	4.085642284380416	1.3257843087205239	-2.5067150545466
id-1294_AU11-100_AU2-100_AU24-33	-395.8002085172804	-89.7771751592668	-21.00068586911748	-85.49836779341001	-23.938761082562394	-41.09361145528624	58.867593052542134	50.46827555689592	-22.70711288143565	-25.234316357015786	-3.6386953819585734	15.471962706601229	61.20756109896548	-30.161489004882295	16.39764234996158	-5.147723320346105	38.51162828103955	6.463718581526023	30.078445363619483	-7.244700550742917	15.338696172554789	-3.9323448562338914	-1.8019583237979568	1.6189541954579059	-0.6710366282523428	2.706175828124882	0.7785200609030332	-0.6541488237049756	-2.1568834450329986	2.4624827050288167	0.5702367513408013	1.2646408517734768	0.6167091888000633	-0.5381260231682466	-1.4977462520698417	-2.779324772874971	-0.9288683156045026	1.488915745741515	2.2931651781455034	0.1229511119116115	-2.4985733306265314	-1.2633899751165978	-0.8052501313508047	0.8473248694030362	-0.17105911385817074	1.125698812312106	1.726324985529377	-2.0073629488964957	1.1455544802778364	-5.666929909992284
id-1294_AU11-33_AU14-33_AU17-33_AU4-100	-399.2791041235219	222.63684497795975	4.282135344423372	-112.83813937048097	54.27352527793021	49.81970828056721	-49.10832555724577	-19.048801466638775	-29.788457041395915	-44.60666787511246	12.7452682489761	43.95991244143948	7.452004204554915	-15.258585226728389	-18.67176079465007	32.309087474530926	3.985905381552161	29.51249878833588	-1.118965135416431	-5.842738734134679	-9.987366355137246	9.556885097863274	5.730733568730383	8.50896792158558	-5.378368116918571	-2.623986596948218	3.1851650867615504	2.51156337337039	-4.164132188862713	-2.8967521882256246	5.69291199522258	-1.9200673013784035	-1.8959515932973086	2.036959237975169	1.930820240071427	-1.357141843169	4.211914199785163	-4.285117067592115	-2.946861569327747	-1.4748999285293256	2.834380436240047	3.00211089015034	3.0014521899560775	-2.8191577433581	-0.7618193285351721	5.4692604895241494	-2.5092660965911935	-4.154366126928359	3.0975837128251835	-1.7818406798654873
id-1294_AU11-66_AU20-33_AU25-33	-77.21538819004024	-31.775414469152093	97.76289141045534	63.37298847078014	-7.283454987719952	-2.8989837288876177	29.7748941089236	5.333711867191111	-8.451521306520664	-37.18128090523876	-37.51720394025462	-12.36625617572344	17.863492638840565	-21.790042395290413	-8.110574526546216	18.940893712367547	24.68517446546724	2.9173984933683177	4.661234403500943	-4.576175682495936	3.3181107368977676	0.9984872583330227	0.4504954451451143	-3.583172212548215	-2.9855480599520665	-2.1493727787516295	-7.213469435631697	-1.6717264506781322	4.244972354421012	-2.38847174230045	1.8646606603207072	0.5596110447124403	-0.36677576718082017	0.11940943964685147	-1.0466573586641457	2.5507786900657248	-0.3299211735965637	-1.7516689164785697	2.059717353089505	-0.2208734839497208	-0.553928842205762	-0.778250214928357	0.027519303079881485	-0.9147510848438278	0.3396010056545231	-0.10858723679185311	-0.9944876728250951	0.5861678136526113	-0.2914419812719762	-0.8084158877512616
id-1294_AU11-66_AU43-33_AU5-33	-167.11082582521192	-138.45328845576452	-10.899598349078321	11.092026597918853	19.069391434217845	-11.798933371856773	-17.96134718519727	53.1022918617307	45.64783568382206	-38.23624124282885	-33.65053178299281	-14.589413361396096	21.271109041123662	-11.951905540934979	-14.318506920650993	18.529601006683247	15.39677939555564	-2.416383364208287	10.183342905032017	16.858028656823677	2.2753997956204293	-3.6053603752213887	-0.18635459110448785	3.178885206361258	-1.8705307933878983	-0.5396388294593665	3.1623900497035016	-0.03467200610935248	0.48520176428527684	-0.3763473242409826	0.43878698242629344	0.6945361293779604	0.15157917492021744	0.9683829029560503	1.2651473972237794	0.16764501890374645	-0.3903077899896401	-1.6105433049029154	0.2971173943542722	0.3913968403444811	0.4052385159455019	-0.943780249221086	0.6821740168569401	-0.16411303492023332	2.0448823081050587	-2.118945624043782	-1.3532591966228202	0.5370448084498257	-0.025717679099785534	0.13392650840986275
id-1294_AU12-100_AU24-66_AU27i-33	879.5660017942146	77.69752303564104	-29.73494888025865	-119.17006337802401	4.676212542498605	-19.24519772106367	27.86839056760865	34.67718263798932	-33.21698606435193	-17.23518658815518	-2.6327621610695413	-7.245053540446167	-9.47643151451775	-26.02806320483736	15.860041626708544	-15.263231211454084	9.978343378805684	-8.785344599147297	1.5601658481744471	2.932487636286937	-4.003779233839716	15.139288566273553	1.7261229906078412	-13.823497633404834	-5.593933254115368	10.9219894249972	7.536142913717299	-3.9909429359455095	0.9665197223780384	-3.102332549555313	-1.9491705100564456	14.607108284587367	-5.229329004802035	2.7563466468458606	-3.40759179950537	-1.5486539982597776	3.043841131121251	1.623990888458792	2.881539723939315	0.2761300841120653	2.5423049592108704	-1.641866989746017	0.503825956350374	-3.1089096388077913	-1.4619098846157434	-0.3047195673546593	-1.4205912219971735	2.315110178005991	1.2132222053003767	-6.491078896529065
id-1294_AU12-33_AU13-33_AU15-100_AU22-33	-345.0409909327191	155.24064192107315	78.76804705034489	-80.46648133855024	-32.487444180217025	41.47509578258672	-16.8130306208619	54.74835567788002	-59.52128925862888	24.270590391693485	12.816855040652865	-26.687965102602877	3.6721956360317574	23.162931131374418	-9.61972475966085	10.033338133998912	-18.494750127032695	-22.731308543257814	-6.755990271383295	-6.153965728218588	10.099541990710696	-13.616652732033435	-7.192973348043069	-9.224332517175698	-10.490369215388416	-3.638510014002002	-1.1145293788033053	-0.1269786905810077	-5.643007931927218	-2.258273866645979	-5.571418189634632	-1.9174643603308048	-0.07277242309030818	0.7760015666798606	3.7858559383833623	-1.3779532220168154	-0.6780719100797366	2.365342787633792	5.625811633184962	-2.856396763187548	-0.6599241947684338	-0.6065492575586524	-1.3074513757257509	-1.7400148927591095	-4.893011388379449	-0.14651424183087883	-0.12516959852073	2.5715082258774165	-3.9306899849584758	0.6910376637051192
id-1294_AU13-100_AU2-66_AU6-33	-185.1712646892246	-13.468930868094809	28.313042763361455	-6.633867117377171	-20.93872652220627	-97.4802701455867	-49.00308152652935	-19.33225331981025	4.6527974158697285	69.17833194557412	27.292464793534183	-15.411163759463303	-19.732127140168	10.446486902470001	-43.18107821640375	-15.356396104618877	1.271238215714064	-0.0663426845715015	24.595803811888644	-10.312792775732328	9.976319153757224	-0.9981283322136836	-11.107925878640415	-3.0652981792853815	-4.375608122320719	1.8986744872359398	-0.3962601294135253	-2.1288376125013686	1.1646714603389727	0.2069209909730273	-3.1147131972806683	-1.7628639023623858	0.5393308513085684	-1.7202382359571848	-0.7929204245652186	0.26024221003862497	-0.46905230998514824	-2.1308652124316882	-0.916112837318269	3.120142095605669	0.06502010641714492	0.38179915785367124	0.5880609537605961	0.23722157023438095	-0.4576955720806414	1.6134133310189118	3.6421238353212004	-4.086299735541022	-0.05979137134973765	1.3226857295144077
id-1294_AU13-33	-186.83650855106708	-146.1308308474776	38.581476804432974	-25.032538980400282	-13.323372402027605	0.6388347300056878	-21.65302398568487	-3.224173796000684	-24.423737199319397	-24.944686831268445	-1.0719152445976925	-16.68314676292148	0.3589419345814957	-4.415599703739932	-9.381118497367567	2.0698794650710766	-9.182028531385376	-15.987250621056097	-9.238323278580946	-4.549760624900827	5.755932103755916	0.8178231243112857	-7.004274748021455	-3.184275178580304	-2.786735142568037	-0.15145703217178513	2.325882009090802	-1.8036965143703974	1.5087826432300442	0.8450855208017741	-0.006393209027786395	-0.7817886323238006	1.3767509938550198	0.5594578228944724	0.4642725522848359	0.39063997011293855	-0.7404064218359512	-0.5726829836846087	0.6818256893410997	-0.37724591705872534	-0.9796632269264055	-0.6720664492735147	0.03172582484481734	0.6531814136403207	0.9354067387666948	0.0018400871063404267	0.23738341285632747	-0.05455551325287611	0.8357373546185495	0.3841149615263022
id-1294_AU13-33_AU26-33_AU27i-100_AU9-66	907.0769277874557	29.326432176907126	-52.78360507358842	-82.0940197225711	35.0534836370101	-13.992337610492255	32.5479217983914	18.58197821631176	-41.153223458714486	-23.65220369989331	30.09916410776065	-40.29785624023526	-30.993843113579064	-4.545529526363053	-0.8472601709678562	8.70893777220281	6.143459232931397	-17.63556705227746	-1.0529950969530844	-2.6513317515582	5.864354179816018	-1.4502369049752446	0.715974131477007	5.094756646780965	-6.844014674270997	4.731422944002265	-1.2214928687334865	-1.6645779365421283	2.266249346970001	-8.283843904793654	-4.648363196929217	14.812505630887994	3.9820033295476858	-0.11425556403132531	1.0310684872237585	-2.3940507961827704	-0.08440523098525432	-3.0754084105952124	-7.277623653168642	-0.06931465540771492	-0.1916757192597571	-0.9817029003836222	-1.284398894657883	-5.725543864793651	0.11915331823724062	-0.696305333672131	-0.9116880129325957	1.1788877021048356	-3.0998273483558143	-1.3983404170966978
id-1294_AU13-66_AU15-33_AU24-100_AU4-66	-318.6445379958408	-147.020505181223	116.47800310915483	-98.06846276513184	106.72443892897657	69.19711064744365	38.733383197277	77.69371377038004	-90.54888912195413	46.23286395958534	3.8809568354201818	6.515473068981399	9.107652229211526	41.326981318653765	-2.8617964231054653	-0.29550783522969815	-14.033774757679597	4.293220924229194	-3.0216608714453717	-1.6590030269124945	10.924282813271166	-6.277893255272461	2.703062394179538	2.3680377557800583	-2.3536053108194355	8.050296812549455	-0.9309290200000826	1.7501782250641393	-0.6069425105749005	-0.4550756946255313	-1.5479689370392613	-3.216461396834844	-0.25074427083731954	-8.491990750117852	0.9592038820767446	-4.041334247703892	-2.0583484147868756	3.4899781631006532	-2.566159321161047	0.891862908294778	-8.969996831870008	5.39682370101288	-2.4058099551017866	0.5460872647175088	2.398645629688565	-2.7714299382118766	-3.8013706753812366	-1.1358951170887408	-6.440213740823368	1.0721394388976961
id-1294_AU14-66_AU43-33	-203.27250242720908	-52.64573705643256	33.98197570763475	-32.672867363605235	33.591721321451914	5.460628217616726	-62.66852106107307	40.512936429094665	70.47937232922878	-43.01013268417645	19.76787292530827	-1.5328819480876297	-0.53522626403869	-15.007107074602477	-14.618128131470275	2.679199891742795	-11.564169576530189	-0.4775738284876373	-7.702001503236931	4.946201255513451	0.20919562917074497	5.288773110006362	1.0226194944382276	1.6785689449176608	2.0128671555828257	-1.0100214371055107	0.023511600896750418	0.3060289398095352	1.9954674144010507	1.6771919634276977	-1.2807210880607642	-0.82361860607763	1.0706226732596	1.3578690223501806	0.3033954488254835	-0.1885563756761824	-1.0452719084662565	2.1027574277846806	0.5534726052070864	-0.3427551078352259	-0.6492206983768205	-0.4355400576481323	0.12300681126526425	1.7516518153612233	-0.9299106672933591	1.2952140291993328	1.3578134519982108	-1.8456014368259825	-2.4858369084833494	1.3714842874529858
id-1294_AU15-66_AU2-66_AU6-100	-184.5578035752025	-158.13632019279646	90.83174626879224	-20.131075345137774	-23.594568416976625	-77.47948838979586	26.475284714426085	41.05002605227487	-21.973771672376685	89.15579765400271	13.263820431245845	-38.16442412538738	-7.787042558918642	41.70375189185895	-39.275942080513985	-17.10905944741286	-13.638915995546489	16.031568863760747	20.70399659386061	-7.984266591340838	-8.37063295226922	7.939794112660449	4.341033579212487	1.3801118664345084	4.081339664288266	3.1257506946372735	0.9455623208114583	2.784327329937059	3.6670186357560968	-0.7150544580014145	3.1056299398773515	-1.8461086684134742	0.5408582419783452	2.4944565965861436	-1.334221341885836	0.6935122536828779	-3.996518002010438	-0.07385490383910798	-0.580646731465257	0.6408809574917498	-1.8150122944674083	0.9992178907674976	0.4099873459651602	1.1974381474453204	-1.159740111426323	-0.05592907885426901	1.2423394466081537	-0.6897015072564574	0.6046183523722265	-0.9948120320236875
