	rep	session	run	block	trial	data_split	trial_type	rating_type	rating	rating_intensity	rating_RT
id-1290_AU10Open-33_AU14-66_AU24-66	1	1	1	1	34	test	id-1290_AU10Open-33_AU14-66_AU24-66	emotion	Boos	0.5217676669353541	1.5199512681319902
id-1309_AU12-100_AU15-100_AU27i-100	1	1	1	1	35	train	id-1309_AU12-100_AU15-100_AU27i-100	emotion	Bang	0.2800046989529835	7.270722362987728
id-1270_AU5-33_AU7-100	1	1	1	1	36	test_extra	id-1270_AU5-33_AU7-100	emotion	Verrassing	0.06479094175465161	0.8948467499903927
id-1302_AU14-100_AU17-33_AU26-66_AU9-33	1	1	1	2	1	test_extra	id-1302_AU14-100_AU17-33_AU26-66_AU9-33	emotion	Walging	0.8146746322703152	0.9447018282298814
id-1264_AU13-100_AU15-33_AU22-33	1	1	1	2	2	test_extra	id-1264_AU13-100_AU15-33_AU22-33	emotion	Bang	0.1838833988333249	2.53650301766902
id-1310_AU16Open-100_AU27i-66_AU6-33_AU7-66	1	1	1	2	3	test_extra	id-1310_AU16Open-100_AU27i-66_AU6-33_AU7-66	emotion	Boos	0.33074572289568754	1.2698116590618156
id-1260_AU13-66_AU4-100_AU5-33_AU9-100	1	1	1	2	4	test_extra	id-1260_AU13-66_AU4-100_AU5-33_AU9-100	emotion	Walging	0.1933884965946936	2.353286110756017
id-1280_AU1-66_AU17-100_AU26-33	1	1	1	2	5	test_extra	id-1280_AU1-66_AU17-100_AU26-33	emotion	Geen van allen	0.0	3.9533207639869934
id-1362_AU26-66_AU9-66	1	1	1	2	6	train	id-1362_AU26-66_AU9-66	emotion	Geen van allen	0.0	4.103398854509578
id-1310_AU13-66	1	1	1	2	7	train	id-1310_AU13-66	emotion	Boos	0.14610774694882409	2.4701269793549727
id-1356_AU13-100_AU15-33_AU16Open-100	1	1	1	2	8	train	id-1356_AU13-100_AU15-33_AU16Open-100	emotion	Bang	0.1282956127414261	4.603550990665099
id-1341_AU12-66_AU13-33_AU14-100_AU15-33_AU22-100	1	1	1	2	9	test_extra	id-1341_AU12-66_AU13-33_AU14-100_AU15-33_AU22-100	emotion	Blij	0.5725768483245918	0.6780409572238568
id-1266_AU14-66_AU16Open-66_AU27i-33_AU43-66	1	1	1	2	10	train	id-1266_AU14-66_AU16Open-66_AU27i-33_AU43-66	emotion	Walging	0.5814967454415408	1.6865714487539665
id-1294_AU16Open-66_AU7-100	1	1	1	2	11	train	id-1294_AU16Open-66_AU7-100	emotion	Geen van allen	0.0	1.019764720229432
id-1354_AU10Open-33_AU17-66_AU6-66_AU7-100	1	1	1	2	12	test_extra	id-1354_AU10Open-33_AU17-66_AU6-66_AU7-100	emotion	Walging	0.7451452091575318	0.7696900105111126
id-1380_AU12-33_AU13-33_AU22-33_AU9-33	1	1	1	2	13	test_extra	id-1380_AU12-33_AU13-33_AU22-33_AU9-33	emotion	Blij	0.15522973851946872	4.103636718180496
id-1279_AU1-100_AU15-66_AU16Open-66_AU27i-100_AU43-33	1	1	1	2	14	test_extra	id-1279_AU1-100_AU15-66_AU16Open-66_AU27i-100_AU43-33	emotion	Geen van allen	0.0	1.4113179035884968
id-1274_AU15-100_AU16Open-66_AU24-33	1	1	1	2	15	test_extra	id-1274_AU15-100_AU16Open-66_AU24-33	emotion	Bang	0.15518289791991635	1.986481615975208
id-1315_AU15-33_AU20-100	1	1	1	2	16	test_extra	id-1315_AU15-33_AU20-100	emotion	Bang	0.21382873550964002	1.3114163694881429
id-1318_AU2-66_AU22-100_AU5-33_AU7-66	1	1	1	2	17	train	id-1318_AU2-66_AU22-100_AU5-33_AU7-66	emotion	Verdrietig	0.25165199793632675	1.1116492223263776
id-1285_AU24-66_AU9-66	1	1	1	2	18	test_extra	id-1285_AU24-66_AU9-66	emotion	Walging	0.4750385038654791	1.203035055910732
id-1318_AU13-33_AU20-66_AU5-100_AU6-66	1	1	1	2	19	test_extra	id-1318_AU13-33_AU20-66_AU5-100_AU6-66	emotion	Bang	0.5113446558511504	1.3363014976384875
id-1355_AU13-66_AU2-66_AU6-33	1	1	1	2	20	train	id-1355_AU13-66_AU2-66_AU6-33	emotion	Geen van allen	0.0	1.5698941868904512
id-1367_AU14-66_AU2-100_AU20-66_AU9-33	1	1	1	2	21	test_extra	id-1367_AU14-66_AU2-100_AU20-66_AU9-33	emotion	Boos	0.5161382463231775	1.2364805594734207
id-1302_AU15-66_AU24-100_AU25-100_AU43-33	1	1	1	2	22	test	id-1302_AU15-66_AU24-100_AU25-100_AU43-33	emotion	Geen van allen	0.0	0.7781073054939043
id-1266_AU13-66_AU17-100_AU2-100_AU9-33	1	1	1	2	23	test	id-1266_AU13-66_AU17-100_AU2-100_AU9-33	emotion	Geen van allen	0.0	4.570286299716828
id-1373_AU1-66_AU24-33_AU26-66_AU7-33	1	1	1	2	24	train	id-1373_AU1-66_AU24-33_AU26-66_AU7-33	emotion	Bang	0.38791890948210256	2.5532881030158023
id-1310_AU12-33_AU14-33_AU22-100_AU6-100	1	1	1	2	25	test	id-1310_AU12-33_AU14-33_AU22-100_AU6-100	emotion	Boos	0.5421469456267175	2.6702056434078263
id-1358_AU12-33_AU25-33_AU6-33_AU9-33	1	1	1	2	26	train	id-1358_AU12-33_AU25-33_AU6-33_AU9-33	emotion	Walging	0.2527078750888099	1.236394228246354
id-1273_AU1-33_AU25-100_AU4-33	1	1	1	2	27	test_extra	id-1273_AU1-33_AU25-100_AU4-33	emotion	Geen van allen	0.0	1.027762433357566
id-1354_AU14-100_AU2-100_AU20-100_AU4-66	1	1	1	2	28	test_extra	id-1354_AU14-100_AU2-100_AU20-100_AU4-66	emotion	Bang	0.5010675411991343	0.9948243521721452
id-1297_AU22-66_AU9-100	1	1	1	2	29	test_extra	id-1297_AU22-66_AU9-100	emotion	Boos	0.547930162358978	1.1612353455748234
id-1358_AU11-100_AU12-100_AU14-100_AU16Open-66_AU6-100	1	1	1	2	30	test	id-1358_AU11-100_AU12-100_AU14-100_AU16Open-66_AU6-100	emotion	Blij	0.6196835671630843	1.5614835327723997
id-1273_AU1-33_AU13-33_AU26-33	1	1	1	2	31	test	id-1273_AU1-33_AU13-33_AU26-33	emotion	Verrassing	0.3742017955547785	1.0781348952659755
id-1377_AU13-66_AU5-100	1	1	1	2	32	train	id-1377_AU13-66_AU5-100	emotion	Geen van allen	0.0	2.1199895436584484
id-1342_AU10Open-66_AU25-66_AU26-33_AU5-100	1	1	1	2	33	train	id-1342_AU10Open-66_AU25-66_AU26-33_AU5-100	emotion	Boos	0.7089942606217928	6.462390674780183
id-1309_AU15-33	1	1	1	2	34	test	id-1309_AU15-33	emotion	Geen van allen	0.0	2.66183181589804
id-1360_AU1-100_AU11-66	1	1	1	2	35	test	id-1360_AU1-100_AU11-66	emotion	Verrassing	0.15915573339851682	2.553185169621429
id-1279_AU1-100_AU10Open-33_AU25-100_AU5-100	1	1	1	2	36	test_extra	id-1279_AU1-100_AU10Open-33_AU25-100_AU5-100	emotion	Boos	0.33594205724763604	1.9865175370105133
id-1358_AU13-33_AU15-33	1	1	1	3	1	test_extra	id-1358_AU13-33_AU15-33	emotion	Verrassing	0.27865251209973346	2.821538555344887
id-1260_AU22-100_AU25-100_AU26-100	1	1	1	3	2	test	id-1260_AU22-100_AU25-100_AU26-100	emotion	Verrassing	0.6947426898195433	1.2948954094135845
id-1289_AU1-100_AU10Open-66_AU12-66_AU17-100_AU25-100	1	1	1	3	3	test_extra	id-1289_AU1-100_AU10Open-66_AU12-66_AU17-100_AU25-100	emotion	Blij	0.4414549719946964	2.653285325923207
id-1294_AU11-66_AU20-33_AU25-33	1	1	1	3	4	test	id-1294_AU11-66_AU20-33_AU25-33	emotion	Geen van allen	0.0	0.9031028530989716
id-1311_AU13-33_AU17-66_AU26-33_AU6-100	1	1	1	3	5	test_extra	id-1311_AU13-33_AU17-66_AU26-33_AU6-100	emotion	Blij	0.26855041027084536	0.9613359848481196
id-1273_AU15-100_AU2-100	1	1	1	3	6	train	id-1273_AU15-100_AU2-100	emotion	Verrassing	0.3763902038397569	2.5367070733045693
id-1274_AU16Open-33_AU27i-100_AU6-100	1	1	1	3	7	train	id-1274_AU16Open-33_AU27i-100_AU6-100	emotion	Boos	0.6122669717637427	1.4446502106075056
id-1311_AU16Open-100_AU43-100_AU6-66_AU9-100	1	1	1	3	8	test	id-1311_AU16Open-100_AU43-100_AU6-66_AU9-100	emotion	Boos	0.5850818657330509	1.4448376640830247
id-1306_AU22-66_AU25-33_AU43-33	1	1	1	3	9	train	id-1306_AU22-66_AU25-33_AU43-33	emotion	Geen van allen	0.0	1.8865372181171551
id-1339_AU20-100_AU43-33_AU9-100	1	1	1	3	10	train	id-1339_AU20-100_AU43-33_AU9-100	emotion	Geen van allen	0.0	6.837269554478552
id-1293_AU22-66_AU25-100_AU5-33_AU9-33	1	1	1	3	11	test	id-1293_AU22-66_AU25-100_AU5-33_AU9-33	emotion	Walging	0.3275935663403016	2.128249570912885
id-1315_AU15-100_AU2-33_AU25-33_AU26-66	1	1	1	3	12	train	id-1315_AU15-100_AU2-33_AU25-33_AU26-66	emotion	Verrassing	0.504258597953151	1.5779842683987226
id-1360_AU2-100_AU26-33	1	1	1	3	13	test_extra	id-1360_AU2-100_AU26-33	emotion	Verrassing	0.5970796162158184	1.3447963699836691
id-1378_AU25-33_AU4-66_AU43-33_AU7-33	1	1	1	3	14	train	id-1378_AU25-33_AU4-66_AU43-33_AU7-33	emotion	Geen van allen	0.0	1.5448345851364138
id-1342_AU14-33_AU20-33_AU43-100	1	1	1	3	15	test_extra	id-1342_AU14-33_AU20-33_AU43-100	emotion	Verdrietig	0.0989250578117076	1.9700062363772304
id-1363_AU13-66_AU22-100_AU7-66	1	1	1	3	16	test_extra	id-1363_AU13-66_AU22-100_AU7-66	emotion	Verdrietig	0.3153940829226339	0.9696808340413554
id-1363_AU7-66	1	1	1	3	17	test_extra	id-1363_AU7-66	emotion	Geen van allen	0.0	0.7946204172731086
id-1260_AU24-66_AU26-66_AU5-33_AU6-66	1	1	1	3	18	train	id-1260_AU24-66_AU26-66_AU5-33_AU6-66	emotion	Geen van allen	0.0	3.1699901171887177
id-1290_AU10Open-33_AU2-66_AU9-33	1	1	1	3	19	test_extra	id-1290_AU10Open-33_AU2-66_AU9-33	emotion	Boos	0.2732250492429813	1.378198406073352
id-1294_AU12-33_AU13-33_AU15-100_AU22-33	1	1	1	3	20	train	id-1294_AU12-33_AU13-33_AU15-100_AU22-33	emotion	Blij	0.15924826591329908	0.953078976170218
id-1310_AU27i-100_AU5-33_AU7-100	1	1	1	3	21	train	id-1310_AU27i-100_AU5-33_AU7-100	emotion	Boos	0.517990502116723	1.3040102969644067
id-1323_AU2-33_AU22-66	1	1	1	3	22	train	id-1323_AU2-33_AU22-66	emotion	Verrassing	0.27556088480822444	1.5031861053794269
id-1370_AU10Open-100_AU2-33_AU27i-66_AU5-66	1	1	1	3	23	test	id-1370_AU10Open-100_AU2-33_AU27i-66_AU5-66	emotion	Boos	0.4293094280923071	1.6448641067945573
id-1291_AU10Open-33_AU11-100_AU15-100	1	1	1	3	24	test_extra	id-1291_AU10Open-33_AU11-100_AU15-100	emotion	Walging	0.7198089608605045	1.8365290981528235
id-1280_AU11-33_AU17-66_AU2-66_AU26-66_AU9-66	1	1	1	3	25	test	id-1280_AU11-33_AU17-66_AU2-66_AU26-66_AU9-66	emotion	Walging	0.7448640724156328	1.719953864107083
id-1377_AU2-66_AU25-100_AU9-100	1	1	1	3	26	test_extra	id-1377_AU2-66_AU25-100_AU9-100	emotion	Boos	0.3171631191413173	2.6949811972990574
id-1355_AU10Open-100_AU12-100_AU27i-66	1	1	1	3	27	test_extra	id-1355_AU10Open-100_AU12-100_AU27i-66	emotion	Bang	0.3060990275980208	1.9866917087601903
id-1354_AU12-33_AU13-33	1	1	1	3	28	test_extra	id-1354_AU12-33_AU13-33	emotion	Blij	0.1122164476221872	1.703050148786133
id-1270_AU13-100_AU17-100_AU25-100	1	1	1	3	29	train	id-1270_AU13-100_AU17-100_AU25-100	emotion	Geen van allen	0.0	0.7780692714550241
id-1358_AU14-100	1	1	1	3	30	test_extra	id-1358_AU14-100	emotion	Blij	0.2814761781847695	1.2282099672120241
id-1269_AU15-66_AU16Open-66_AU26-33_AU27i-100	1	1	1	3	31	test	id-1269_AU15-66_AU16Open-66_AU26-33_AU27i-100	emotion	Verrassing	0.597645300684411	1.2864089890717878
id-1264_AU10Open-33_AU11-100_AU2-66_AU20-100	1	1	1	3	32	test_extra	id-1264_AU10Open-33_AU11-100_AU2-66_AU20-100	emotion	Geen van allen	0.0	1.594927225185529
id-1376_AU16Open-66_AU17-66_AU6-33	1	1	1	3	33	test_extra	id-1376_AU16Open-66_AU17-66_AU6-33	emotion	Verdrietig	0.4231641755710024	1.1614122340433823
id-1323_AU26-100	1	1	1	3	34	train	id-1323_AU26-100	emotion	Verrassing	0.5664808616964815	1.303358586726972
id-1280_AU12-100_AU14-33_AU27i-66_AU4-66	1	1	1	3	35	test_extra	id-1280_AU12-100_AU14-33_AU27i-66_AU4-66	emotion	Geen van allen	0.0	4.261925935050385
id-1360_AU10Open-66_AU20-33	1	1	1	3	36	test_extra	id-1360_AU10Open-66_AU20-33	emotion	Bang	0.2604967213440023	1.3778868891859022
id-1279_AU11-33_AU12-100_AU15-33_AU26-66_AU43-100	1	1	1	4	1	test_extra	id-1279_AU11-33_AU12-100_AU15-33_AU26-66_AU43-100	valence	0.7472978986782339		4.227537428814685
id-1279_AU11-33_AU12-100_AU15-33_AU26-66_AU43-100	1	1	1	4	1	test_extra	id-1279_AU11-33_AU12-100_AU15-33_AU26-66_AU43-100	arousal	0.7038187482096819		4.227537428814685
id-1367_AU25-66_AU4-66_AU6-33	1	1	1	4	2	test	id-1367_AU25-66_AU4-66_AU6-33	valence	-0.0842408540328191		3.1856785544150625
id-1367_AU25-66_AU4-66_AU6-33	1	1	1	4	2	test	id-1367_AU25-66_AU4-66_AU6-33	arousal	-0.9375191819781479		3.1856785544150625
id-1344_AU12-66_AU22-66_AU26-100_AU27i-33	1	1	1	4	3	train	id-1344_AU12-66_AU22-66_AU26-100_AU27i-33	valence	-0.013587234521422437		1.7772023368597731
id-1344_AU12-66_AU22-66_AU26-100_AU27i-33	1	1	1	4	3	train	id-1344_AU12-66_AU22-66_AU26-100_AU27i-33	arousal	0.26902724352416424		1.7772023368597731
id-1307_AU10Open-66_AU17-33_AU22-33_AU9-100	1	1	1	4	4	test	id-1307_AU10Open-66_AU17-33_AU22-33_AU9-100	valence	-0.5516417215697509		1.2522000880198902
id-1307_AU10Open-66_AU17-33_AU22-33_AU9-100	1	1	1	4	4	test	id-1307_AU10Open-66_AU17-33_AU22-33_AU9-100	arousal	0.36685533207840576		1.2522000880198902
id-1270_AU10Open-66_AU12-33_AU14-33	1	1	1	4	5	train	id-1270_AU10Open-66_AU12-33_AU14-33	valence	0.5733812968040267		2.052154930144752
id-1270_AU10Open-66_AU12-33_AU14-33	1	1	1	4	5	train	id-1270_AU10Open-66_AU12-33_AU14-33	arousal	0.3478332037484143		2.052154930144752
id-1260_AU12-66_AU25-33	1	1	1	4	6	test	id-1260_AU12-66_AU25-33	valence	0.7418630048696649		7.602911052872512
id-1260_AU12-66_AU25-33	1	1	1	4	6	test	id-1260_AU12-66_AU25-33	arousal	0.07608851331996565		7.602911052872512
id-1347_AU17-66_AU26-100_AU27i-100_AU9-33	1	1	1	4	7	train	id-1347_AU17-66_AU26-100_AU27i-100_AU9-33	valence	-0.2527225620984573		3.2440544647433853
id-1347_AU17-66_AU26-100_AU27i-100_AU9-33	1	1	1	4	7	train	id-1347_AU17-66_AU26-100_AU27i-100_AU9-33	arousal	0.08695830093710358		3.2440544647433853
id-1295_AU10Open-66_AU20-66_AU27i-66	1	1	1	4	8	test_extra	id-1295_AU10Open-66_AU20-66_AU27i-66	valence	-0.12228511069280193		3.97766375615538
id-1295_AU10Open-66_AU20-66_AU27i-66	1	1	1	4	8	test_extra	id-1295_AU10Open-66_AU20-66_AU27i-66	arousal	0.15489447354421576		3.97766375615538
id-1260_AU11-66_AU14-66_AU43-33	1	1	1	4	9	test_extra	id-1260_AU11-66_AU14-66_AU43-33	valence	0.0		0.6358711696557293
id-1260_AU11-66_AU14-66_AU43-33	1	1	1	4	9	test_extra	id-1260_AU11-66_AU14-66_AU43-33	arousal	0.0		0.6358711696557293
id-1366_AU14-33_AU25-33	1	1	1	4	10	test_extra	id-1366_AU14-33_AU25-33	valence	0.7907770491467857		2.4689047585416115
id-1366_AU14-33_AU25-33	1	1	1	4	10	test_extra	id-1366_AU14-33_AU25-33	arousal	-0.0407617035642673		2.4689047585416115
id-1362_AU11-33_AU13-66_AU17-33_AU2-100_AU22-33	1	1	1	4	11	test_extra	id-1362_AU11-33_AU13-66_AU17-33_AU2-100_AU22-33	valence	0.16032936735278475		1.5771535566927923
id-1362_AU11-33_AU13-66_AU17-33_AU2-100_AU22-33	1	1	1	4	11	test_extra	id-1362_AU11-33_AU13-66_AU17-33_AU2-100_AU22-33	arousal	0.04619659737283628		1.5771535566927923
id-1285_AU11-66_AU4-33	1	1	1	4	12	test_extra	id-1285_AU11-66_AU4-33	valence	-0.4402263984940868		0.8854390607193636
id-1285_AU11-66_AU4-33	1	1	1	4	12	test_extra	id-1285_AU11-66_AU4-33	arousal	-0.08695830093710358		0.8854390607193636
id-1366_AU22-66_AU43-66	1	1	1	4	13	test_extra	id-1366_AU22-66_AU43-66	valence	-0.11141532307566396		4.66919200609118
id-1366_AU22-66_AU43-66	1	1	1	4	13	test_extra	id-1366_AU22-66_AU43-66	arousal	-0.11956766378851742		4.66919200609118
id-1270_AU5-33_AU7-100	1	1	1	4	14	test_extra	id-1270_AU5-33_AU7-100	valence	0.105980429267095		4.810966903747612
id-1270_AU5-33_AU7-100	1	1	1	4	14	test_extra	id-1270_AU5-33_AU7-100	arousal	-0.418486823259811		4.810966903747612
id-1344_AU12-66_AU20-33	1	1	1	4	15	train	id-1344_AU12-66_AU20-33	valence	-0.16032936735278475		5.994437370918603
id-1344_AU12-66_AU20-33	1	1	1	4	15	train	id-1344_AU12-66_AU20-33	arousal	-0.1684817080656382		5.994437370918603
id-1264_AU10Open-33_AU25-66_AU4-66	1	1	1	4	16	test	id-1264_AU10Open-33_AU25-66_AU4-66	valence	-0.3179412878012849		2.0688775309972702
id-1264_AU10Open-33_AU25-66_AU4-66	1	1	1	4	16	test	id-1264_AU10Open-33_AU25-66_AU4-66	arousal	0.13315489830993985		2.0688775309972702
id-1354_AU12-66_AU15-66_AU2-66_AU5-66_AU9-66	1	1	1	4	17	test_extra	id-1354_AU12-66_AU15-66_AU2-66_AU5-66_AU9-66	valence	-0.7581676862953719		1.0859089320219937
id-1354_AU12-66_AU15-66_AU2-66_AU5-66_AU9-66	1	1	1	4	17	test_extra	id-1354_AU12-66_AU15-66_AU2-66_AU5-66_AU9-66	arousal	0.7799072615296476		1.0859089320219937
id-1306_AU15-66_AU26-66_AU5-66	1	1	1	4	18	test_extra	id-1306_AU15-66_AU26-66_AU5-66	valence	-0.3179412878012849		2.1356622843013606
id-1306_AU15-66_AU26-66_AU5-66	1	1	1	4	18	test_extra	id-1306_AU15-66_AU26-66_AU5-66	arousal	0.201091070917052		2.1356622843013606
id-1376_AU10Open-100_AU11-66_AU25-33_AU27i-66_AU9-100	1	1	1	4	19	test_extra	id-1376_AU10Open-100_AU11-66_AU25-33_AU27i-66_AU9-100	valence	-0.28533192494987114		1.2021261631307425
id-1376_AU10Open-100_AU11-66_AU25-33_AU27i-66_AU9-100	1	1	1	4	19	test_extra	id-1376_AU10Open-100_AU11-66_AU25-33_AU27i-66_AU9-100	arousal	0.2472876682898883		1.2021261631307425
id-1373_AU11-33_AU13-100_AU16Open-66_AU43-33	1	1	1	4	20	test	id-1373_AU11-33_AU13-100_AU16Open-66_AU43-33	valence	-0.1711991549699227		3.502289588755957
id-1373_AU11-33_AU13-100_AU16Open-66_AU43-33	1	1	1	4	20	test	id-1373_AU11-33_AU13-100_AU16Open-66_AU43-33	arousal	-0.07337106641568114		3.502289588755957
id-1291_AU12-33_AU17-100_AU5-66	1	1	1	4	21	train	id-1291_AU12-33_AU17-100_AU5-66	valence	0.8233864119981995		1.068819574371446
id-1291_AU12-33_AU17-100_AU5-66	1	1	1	4	21	train	id-1291_AU12-33_AU17-100_AU5-66	arousal	0.4429438453983714		1.068819574371446
id-1335_AU1-66	1	1	1	4	22	test_extra	id-1335_AU1-66	valence	0.3315285223227074		1.3439403022566694
id-1335_AU1-66	1	1	1	4	22	test_extra	id-1335_AU1-66	arousal	-0.3532680975569833		1.3439403022566694
id-1293_AU14-33_AU15-33_AU43-66	1	1	1	4	23	train	id-1293_AU14-33_AU15-33_AU43-66	valence	-0.0027174469042844872		1.2353485940402609
id-1293_AU14-33_AU15-33_AU43-66	1	1	1	4	23	train	id-1293_AU14-33_AU15-33_AU43-66	arousal	-0.10869787617137948		1.2353485940402609
id-1285_AU16Open-33_AU5-33	1	1	1	4	24	test	id-1285_AU16Open-33_AU5-33	valence	-0.0054348938085689745		0.7270435900281882
id-1285_AU16Open-33_AU5-33	1	1	1	4	24	test	id-1285_AU16Open-33_AU5-33	arousal	-0.9565413103081394		0.7270435900281882
id-1341_AU14-33_AU4-100_AU7-66	1	1	1	4	25	test_extra	id-1341_AU14-33_AU4-100_AU7-66	valence	-0.07880596022425011		1.952127521490184
id-1341_AU14-33_AU4-100_AU7-66	1	1	1	4	25	test_extra	id-1341_AU14-33_AU4-100_AU7-66	arousal	0.8478434341367599		1.952127521490184
id-1270_AU14-66_AU15-100_AU43-33	1	1	1	4	26	test_extra	id-1270_AU14-66_AU15-100_AU43-33	valence	0.2418527744813193		2.044315692179225
id-1270_AU14-66_AU15-100_AU43-33	1	1	1	4	26	test_extra	id-1270_AU14-66_AU15-100_AU43-33	arousal	0.2717446904284487		2.044315692179225
