	rep	session	run	block	trial	data_split	trial_type	rating_type	rating	rating_intensity	rating_RT
id-1344_AU1-66_AU12-66_AU24-33_AU27i-33	1	1	1	1	1	test_extra	id-1344_AU1-66_AU12-66_AU24-33_AU27i-33	valence	-0.04891404427712077		2.8438880706926284
id-1344_AU1-66_AU12-66_AU24-33_AU27i-33	1	1	1	1	1	test_extra	id-1344_AU1-66_AU12-66_AU24-33_AU27i-33	arousal	0.4402263984940868		2.8438880706926284
id-1296_AU12-66_AU6-66	1	1	1	1	2	train	id-1296_AU12-66_AU6-66	valence	0.20652596472562101		1.0104909954934556
id-1296_AU12-66_AU6-66	1	1	1	1	2	train	id-1296_AU12-66_AU6-66	arousal	0.19565617710848307		1.0104909954934556
id-1290_AU11-33_AU5-66	1	1	1	1	3	test_extra	id-1290_AU11-33_AU5-66	valence	-0.8723004562753204		3.560555426596693
id-1290_AU11-33_AU5-66	1	1	1	1	3	test_extra	id-1290_AU11-33_AU5-66	arousal	0.6521872570282768		3.560555426596693
id-1323_AU11-33_AU16Open-33_AU2-33_AU27i-100	1	1	1	1	4	train	id-1323_AU11-33_AU16Open-33_AU2-33_AU27i-100	valence	-0.7445804517739495		1.9106298793085443
id-1323_AU11-33_AU16Open-33_AU2-33_AU27i-100	1	1	1	1	4	train	id-1323_AU11-33_AU16Open-33_AU2-33_AU27i-100	arousal	0.41305192945124203		1.9106298793085443
id-1269_AU15-66_AU16Open-66_AU26-33_AU27i-100	1	1	1	1	5	test	id-1269_AU15-66_AU16Open-66_AU26-33_AU27i-100	valence	-0.024457022138560384		1.1853113385150211
id-1269_AU15-66_AU16Open-66_AU26-33_AU27i-100	1	1	1	1	5	test	id-1269_AU15-66_AU16Open-66_AU26-33_AU27i-100	arousal	0.5570766153783199		1.1853113385150211
id-1293_AU1-100_AU12-33_AU13-33_AU22-100	1	1	1	1	6	test_extra	id-1293_AU1-100_AU12-33_AU13-33_AU22-100	valence	0.3532680975569833		4.069035006508784
id-1293_AU1-100_AU12-33_AU13-33_AU22-100	1	1	1	1	6	test_extra	id-1293_AU1-100_AU12-33_AU13-33_AU22-100	arousal	0.0		4.069035006508784
id-1296_AU1-66_AU11-33	1	1	1	1	7	train	id-1296_AU1-66_AU11-33	valence	-0.2527225620984573		1.0102021195707491
id-1296_AU1-66_AU11-33	1	1	1	1	7	train	id-1296_AU1-66_AU11-33	arousal	-0.4103344825469576		1.0102021195707491
id-1373_AU15-33_AU16Open-33_AU2-33_AU4-100	1	1	1	1	8	test_extra	id-1373_AU15-33_AU16Open-33_AU2-33_AU4-100	valence	-0.41305192945124203		4.352565064245937
id-1373_AU15-33_AU16Open-33_AU2-33_AU4-100	1	1	1	1	8	test_extra	id-1373_AU15-33_AU16Open-33_AU2-33_AU4-100	arousal	-0.1630468142570692		4.352565064245937
id-1260_AU12-33	1	1	1	1	9	test_extra	id-1260_AU12-33	valence	0.3532680975569833		2.110543488202893
id-1260_AU12-33	1	1	1	1	9	test_extra	id-1260_AU12-33	arousal	0.0054348938085689745		2.110543488202893
id-1362_AU6-100	1	1	1	1	10	train	id-1362_AU6-100	valence	0.8940400315095961		0.5602384780922876
id-1362_AU6-100	1	1	1	1	10	train	id-1362_AU6-100	arousal	0.2608749028113107		0.5602384780922876
id-1306_AU22-66_AU25-33_AU43-33	1	1	1	1	11	test_extra	id-1306_AU22-66_AU25-33_AU43-33	valence	0.7880596022425012		1.1769076753153058
id-1306_AU22-66_AU25-33_AU43-33	1	1	1	1	11	test_extra	id-1306_AU22-66_AU25-33_AU43-33	arousal	-0.5760987437083112		1.1769076753153058
id-1273_AU1-33_AU25-100_AU4-33	1	1	1	1	12	test_extra	id-1273_AU1-33_AU25-100_AU4-33	valence	0.6847966198796908		0.8353944544887781
id-1273_AU1-33_AU25-100_AU4-33	1	1	1	1	12	test_extra	id-1273_AU1-33_AU25-100_AU4-33	arousal	-0.1630468142570692		0.8353944544887781
id-1360_AU13-100_AU2-66_AU24-33	1	1	1	1	13	test_extra	id-1360_AU13-100_AU2-66_AU24-33	valence	0.4483787392069404		4.385859749983865
id-1360_AU13-100_AU2-66_AU24-33	1	1	1	1	13	test_extra	id-1360_AU13-100_AU2-66_AU24-33	arousal	0.03260936285141384		4.385859749983865
id-1289_AU14-33_AU25-100_AU27i-66_AU7-33	1	1	1	1	14	test_extra	id-1289_AU14-33_AU25-100_AU27i-66_AU7-33	valence	-0.2663097966198797		0.7854524258782476
id-1289_AU14-33_AU25-100_AU27i-66_AU7-33	1	1	1	1	14	test_extra	id-1289_AU14-33_AU25-100_AU27i-66_AU7-33	arousal	0.30163660637557804		0.7854524258782476
