	rep	session	run	block	trial	data_split	trial_type	rating_type	rating	rating_intensity	rating_RT
id-1270_AU12-100_AU13-100_AU14-66_AU2-100_AU25-66	1	1	1	1	1	test_extra	id-1270_AU12-100_AU13-100_AU14-66_AU2-100_AU25-66	valence	0.9049098191267342		1.7271069541009183
id-1270_AU12-100_AU13-100_AU14-66_AU2-100_AU25-66	1	1	1	1	1	test_extra	id-1270_AU12-100_AU13-100_AU14-66_AU2-100_AU25-66	arousal	0.9293668412652946		1.7271069541009183
id-1376_AU16Open-66_AU17-66_AU6-33	1	1	1	1	2	test_extra	id-1376_AU16Open-66_AU17-66_AU6-33	valence	-0.3885949073126817		0.8687592650560418
id-1376_AU16Open-66_AU17-66_AU6-33	1	1	1	1	2	test_extra	id-1376_AU16Open-66_AU17-66_AU6-33	arousal	0.2581574559070263		0.8687592650560418
id-1366_AU14-33_AU2-100_AU26-100_AU27i-100	1	1	1	1	3	test	id-1366_AU14-33_AU2-100_AU26-100_AU27i-100	valence	-0.0625012787985432		3.2525115074597584
id-1366_AU14-33_AU2-100_AU26-100_AU27i-100	1	1	1	1	3	test	id-1366_AU14-33_AU2-100_AU26-100_AU27i-100	arousal	0.7717549208167943		3.2525115074597584
id-1311_AU15-66_AU16Open-100_AU17-66_AU20-100	1	1	1	1	4	test_extra	id-1311_AU15-66_AU16Open-100_AU17-66_AU20-100	valence	-0.19837362401276756		1.87713815079519
id-1311_AU15-66_AU16Open-100_AU17-66_AU20-100	1	1	1	1	4	test_extra	id-1311_AU15-66_AU16Open-100_AU17-66_AU20-100	arousal	0.23913532757703485		1.87713815079519
id-1347_AU1-100_AU11-66_AU25-33_AU5-33	1	1	1	1	5	test_extra	id-1347_AU1-100_AU11-66_AU25-33_AU5-33	valence	-0.3587029913655523		2.6021671364030685
id-1347_AU1-100_AU11-66_AU25-33_AU5-33	1	1	1	1	5	test_extra	id-1347_AU1-100_AU11-66_AU25-33_AU5-33	arousal	-0.2255480930556124		2.6021671364030685
id-1297_AU11-100_AU24-33	1	1	1	1	6	test	id-1297_AU11-100_AU24-33	valence	-0.7608851331996563		2.1270911369088026
id-1297_AU11-100_AU24-33	1	1	1	1	6	test	id-1297_AU11-100_AU24-33	arousal	0.6712093853582682		2.1270911369088026
id-1342_AU1-100_AU27i-33	1	1	1	1	7	test_extra	id-1342_AU1-100_AU27i-33	valence	-0.4837055489626387		3.1690314475356445
id-1342_AU1-100_AU27i-33	1	1	1	1	7	test_extra	id-1342_AU1-100_AU27i-33	arousal	0.5489242746654663		3.1690314475356445
id-1294_AU11-66_AU20-33_AU25-33	1	1	1	1	8	test	id-1294_AU11-66_AU20-33_AU25-33	valence	-0.3423983099398454		4.56909954598018
