	rep	session	run	block	trial	data_split	trial_type	rating_type	rating	rating_intensity	rating_RT
id-1376_AU12-33_AU17-100_AU22-100_AU26-100	1	1	1	1	1	test_extra	id-1376_AU12-33_AU17-100_AU22-100_AU26-100	emotion	Blij	0.8617115720761456	1.4114314571688735
id-1370_AU11-66_AU2-100_AU25-66_AU7-66	1	1	1	1	2	test_extra	id-1370_AU11-66_AU2-100_AU25-66_AU7-66	emotion	Walging	0.03833053874066247	2.2533580694034754
id-1376_AU10Open-100_AU11-100_AU16Open-66_AU22-33	1	1	1	1	3	test_extra	id-1376_AU10Open-100_AU11-100_AU16Open-66_AU22-33	emotion	Boos	0.1394819328655712	0.7530883613185324
id-1260_AU11-66_AU14-66_AU43-33	1	1	1	1	4	test_extra	id-1260_AU11-66_AU14-66_AU43-33	emotion	Verdrietig	0.08602870326659627	1.019703632018718
id-1335_AU20-33_AU22-100_AU4-100_AU7-66	1	1	1	1	5	test_extra	id-1335_AU20-33_AU22-100_AU4-100_AU7-66	emotion	Bang	0.30719266902998704	2.136357887384293
id-1354_AU1-66_AU10Open-100	1	1	1	1	6	test	id-1354_AU1-66_AU10Open-100	emotion	Walging	0.11611760080730055	1.2031648968363695
id-1341_AU27i-66_AU43-33	1	1	1	1	7	train	id-1341_AU27i-66_AU43-33	emotion	Geen van allen	0.0	0.9447000323889372
id-1280_AU12-100_AU14-33_AU27i-66_AU4-66	1	1	1	1	8	train	id-1280_AU12-100_AU14-33_AU27i-66_AU4-66	emotion	Bang	0.4360760502669629	1.5698402066382189
id-1362_AU11-66_AU13-100_AU15-100_AU9-100	1	1	1	1	9	train	id-1362_AU11-66_AU13-100_AU15-100_AU9-100	emotion	Boos	0.5876512691890875	1.594825710017176
id-1295_AU1-33_AU14-33_AU6-66	1	1	1	1	10	test_extra	id-1295_AU1-33_AU14-33_AU6-66	emotion	Verrassing	0.00870869114401962	1.728096518969778
id-1293_AU1-33_AU22-33_AU27i-100	1	1	1	1	11	test_extra	id-1293_AU1-33_AU22-33_AU27i-100	emotion	Verrassing	0.6877189322976563	1.344769640317736
id-1354_AU14-66_AU7-100	1	1	1	1	12	test_extra	id-1354_AU14-66_AU7-100	emotion	Blij	0.19873648620531145	2.9282214268655484
id-1366_AU10Open-66_AU12-33_AU6-100_AU7-33	1	1	1	1	13	train	id-1366_AU10Open-66_AU12-33_AU6-100_AU7-33	emotion	Blij	0.2721269196766853	1.0781564826083925
id-1342_AU17-100_AU2-100_AU20-33_AU26-33	1	1	1	1	14	train	id-1342_AU17-100_AU2-100_AU20-33_AU26-33	emotion	Verrassing	0.5937493736302978	1.1864010376589251
id-1297_AU11-100_AU12-66_AU4-33_AU6-33	1	1	1	1	15	train	id-1297_AU11-100_AU12-66_AU4-33_AU6-33	emotion	Walging	0.3695826919721146	1.3280184590807949
id-1370_AU10Open-100_AU12-100_AU24-66	1	1	1	1	16	test_extra	id-1370_AU10Open-100_AU12-100_AU24-66	emotion	Blij	0.5543433752838959	1.1529934578807115
id-1307_AU10Open-66_AU17-33_AU22-33_AU9-100	1	1	1	1	17	test	id-1307_AU10Open-66_AU17-33_AU22-33_AU9-100	emotion	Walging	0.4294949144533374	1.8198020973541127
id-1339_AU10Open-100_AU12-33_AU20-100_AU27i-33	1	1	1	1	18	test	id-1339_AU10Open-100_AU12-33_AU20-100_AU27i-33	emotion	Blij	0.8201746744506474	0.9281978821200028
id-1270_AU5-33_AU7-100	1	1	1	1	19	test_extra	id-1270_AU5-33_AU7-100	emotion	Geen van allen	0.0	4.8545849317852126
id-1294_AU13-66_AU15-33_AU24-100_AU4-66	1	1	1	1	20	test_extra	id-1294_AU13-66_AU15-33_AU24-100_AU4-66	emotion	Verdrietig	0.3777950301142278	1.1612416653861146
