	rep	session	run	block	trial	data_split	trial_type	rating_type	rating	rating_intensity	rating_RT
id-1306_AU11-33_AU16Open-66	1	1	1	2	20	test_extra	id-1306_AU11-33_AU16Open-66	emotion	Boos	0.2487344973692865	1.819727108791085
id-1270_AU12-33_AU15-33_AU17-100_AU24-66	1	1	1	2	21	test_extra	id-1270_AU12-33_AU15-33_AU17-100_AU24-66	emotion	Walging	0.3869212079074899	0.8946985379834587
id-1309_AU15-33	1	1	1	2	22	test	id-1309_AU15-33	emotion	Boos	0.3298254588756861	2.836539361305768
id-1380_AU2-33_AU25-100_AU7-33	1	1	1	2	23	test_extra	id-1380_AU2-33_AU25-100_AU7-33	emotion	Boos	0.3892674863428232	0.8696956854305427
id-1378_AU15-100_AU16Open-66_AU26-66_AU7-100	1	1	1	2	24	test_extra	id-1378_AU15-100_AU16Open-66_AU26-66_AU7-100	emotion	Bang	0.426045541733447	1.0447413111842252
id-1294_AU11-66_AU20-33_AU25-33	1	1	1	2	25	test	id-1294_AU11-66_AU20-33_AU25-33	emotion	Bang	0.22349311154175847	0.9363135115618206
id-1273_AU11-33_AU14-33_AU26-100	1	1	1	2	26	test_extra	id-1273_AU11-33_AU14-33_AU26-100	emotion	Blij	0.6419478273150272	0.7363133304479561
id-1315_AU12-66_AU17-33_AU2-100_AU4-100	1	1	1	2	27	test	id-1315_AU12-66_AU17-33_AU2-100_AU4-100	emotion	Blij	0.5634309899258105	0.9947057221911564
id-1295_AU1-33_AU14-33_AU6-66	1	1	1	2	28	test_extra	id-1295_AU1-33_AU14-33_AU6-66	emotion	Verrassing	0.3954078099742571	5.811968466763574
id-1363_AU13-100_AU20-66_AU22-66_AU5-66	1	1	1	2	29	test_extra	id-1363_AU13-100_AU20-66_AU22-66_AU5-66	emotion	Bang	0.5338095597106962	0.944594366977526
id-1311_AU27i-100_AU4-66	1	1	1	2	30	train	id-1311_AU27i-100_AU4-66	emotion	Verrassing	0.7084488688021492	0.9114193276909646
id-1323_AU12-66_AU16Open-33_AU7-66_AU9-100	1	1	1	2	31	test	id-1323_AU12-66_AU16Open-33_AU7-66_AU9-100	emotion	Blij	0.3794631688501316	1.5863221748704746
id-1361_AU12-33_AU15-33_AU16Open-100_AU6-66	1	1	1	2	32	test	id-1361_AU12-33_AU15-33_AU16Open-100_AU6-66	emotion	Blij	0.4778517113100337	0.9201007479423424
id-1302_AU1-33_AU14-100_AU27i-100_AU9-100	1	1	1	2	33	train	id-1302_AU1-33_AU14-100_AU27i-100_AU9-100	emotion	Bang	0.8371699735682713	1.061327774326401
id-1260_AU17-33_AU24-100_AU6-33	1	1	1	2	34	test_extra	id-1260_AU17-33_AU24-100_AU6-33	emotion	Walging	0.364715428040966	0.8113303401150915
id-1266_AU25-33_AU4-33	1	1	1	2	35	test_extra	id-1266_AU25-33_AU4-33	emotion	Verrassing	0.459532565466376	0.977945389157412
id-1347_AU4-33_AU43-66_AU9-66	1	1	1	2	36	train	id-1347_AU4-33_AU43-66_AU9-66	emotion	Verdrietig	0.502668725423279	1.9696793247571804
id-1360_AU1-100_AU11-66	1	1	1	3	1	test	id-1360_AU1-100_AU11-66	emotion	Walging	0.3383659645331715	1.1613041690739008
id-1273_AU1-100_AU14-66_AU25-33_AU5-100	1	1	1	3	2	train	id-1273_AU1-100_AU14-66_AU25-33_AU5-100	emotion	Blij	0.6910475941657608	1.0279012877840614
id-1370_AU10Open-100_AU2-33_AU27i-66_AU5-66	1	1	1	3	3	test	id-1370_AU10Open-100_AU2-33_AU27i-66_AU5-66	emotion	Verrassing	0.494844388930149	1.9280610307469035
id-1335_AU43-66_AU5-66	1	1	1	3	4	test	id-1335_AU43-66_AU5-66	emotion	Geen van allen	0.0	1.8113738075871881
id-1309_AU26-33_AU5-66	1	1	1	3	5	test_extra	id-1309_AU26-33_AU5-66	emotion	Bang	0.35835977362277244	1.144588510943322
id-1323_AU2-33_AU22-66	1	1	1	3	6	train	id-1323_AU2-33_AU22-66	emotion	Bang	0.6021296453652821	1.3363597561233291
id-1339_AU12-33_AU14-100_AU16Open-33	1	1	1	3	7	test_extra	id-1339_AU12-33_AU14-100_AU16Open-33	emotion	Blij	0.8721652602595885	0.7531104900895116
id-1306_AU11-33_AU6-66	1	1	1	3	8	train	id-1306_AU11-33_AU6-66	emotion	Boos	0.3800793659926518	1.2780931181932829
id-1274_AU10Open-66_AU2-33_AU43-100_AU9-66	1	1	1	3	9	test	id-1274_AU10Open-66_AU2-33_AU43-100_AU9-66	emotion	Boos	0.7753128927031092	1.7031011626945656
id-1306_AU22-66_AU25-33_AU43-33	1	1	1	3	10	test_extra	id-1306_AU22-66_AU25-33_AU43-33	emotion	Walging	0.2051849941266161	1.0862503327975899
id-1279_AU22-33_AU26-33_AU4-33	1	1	1	3	11	test	id-1279_AU22-33_AU26-33_AU4-33	emotion	Verdrietig	0.6094553361375445	0.928150984266722
id-1355_AU11-100_AU15-100_AU2-66_AU25-33	1	1	1	3	12	test_extra	id-1355_AU11-100_AU15-100_AU2-66_AU25-33	emotion	Walging	0.2797233311356963	1.7614601690038398
id-1266_AU11-66_AU17-100_AU7-33	1	1	1	3	13	train	id-1266_AU11-66_AU17-100_AU7-33	emotion	Walging	0.549861556116869	0.8780990949712759
id-1318_AU10Open-33_AU11-33_AU16Open-100_AU26-66_AU7-66	1	1	1	3	14	test_extra	id-1318_AU10Open-33_AU11-33_AU16Open-100_AU26-66_AU7-66	emotion	Verrassing	0.9263841037026443	0.8946529575086971
id-1290_AU13-100_AU20-33_AU25-33	1	1	1	3	15	test_extra	id-1290_AU13-100_AU20-33_AU25-33	emotion	Boos	0.3224421134684536	0.9863611748533004
id-1354_AU10Open-33_AU17-66_AU6-66_AU7-100	1	1	1	3	16	test_extra	id-1354_AU10Open-33_AU17-66_AU6-66_AU7-100	emotion	Walging	0.5913730366655198	1.0862524458002554
id-1264_AU13-100_AU16Open-100_AU20-66_AU26-33_AU7-66	1	1	1	3	17	test_extra	id-1264_AU13-100_AU16Open-100_AU20-66_AU26-33_AU7-66	emotion	Verdrietig	0.5769893509217493	2.428189320162801
id-1344_AU20-100_AU22-66_AU7-66	1	1	1	3	18	train	id-1344_AU20-100_AU22-66_AU7-66	emotion	Verdrietig	0.2503283917674847	1.7029970218741255
id-1291_AU14-33_AU7-33	1	1	1	3	19	test_extra	id-1291_AU14-33_AU7-33	emotion	Walging	0.35982225896174697	0.602854605529501
id-1306_AU16Open-66_AU2-33_AU5-33_AU6-100	1	1	1	3	20	test_extra	id-1306_AU16Open-66_AU2-33_AU5-33_AU6-100	emotion	Boos	0.3331345014168344	2.4698018788812988
id-1376_AU12-33_AU17-100_AU22-100_AU26-100	1	1	1	3	21	train	id-1376_AU12-33_AU17-100_AU22-100_AU26-100	emotion	Blij	0.6077374970202326	1.2363498551990233
id-1309_AU12-33_AU15-66_AU43-100_AU5-66	1	1	1	3	22	test_extra	id-1309_AU12-33_AU15-66_AU43-100_AU5-66	emotion	Verdrietig	0.20187258126195426	6.56204921363087
id-1354_AU1-66_AU10Open-100	1	1	1	3	23	test	id-1354_AU1-66_AU10Open-100	emotion	Walging	0.3543722341292414	0.9611421923668786
id-1274_AU2-33_AU20-100_AU25-66_AU6-66	1	1	1	3	24	test_extra	id-1274_AU2-33_AU20-100_AU25-66_AU6-66	emotion	Boos	0.7037963549358794	0.8612394508368197
id-1307_AU1-100_AU13-100	1	1	1	3	25	train	id-1307_AU1-100_AU13-100	emotion	Verrassing	0.3485330464619169	0.8528979220736801
id-1291_AU1-100_AU16Open-100_AU6-33	1	1	1	3	26	test_extra	id-1291_AU1-100_AU16Open-100_AU6-33	emotion	Verrassing	0.34545112491404123	0.9780320222457703
id-1380_AU1-100_AU15-66_AU7-66	1	1	1	3	27	train	id-1380_AU1-100_AU15-66_AU7-66	emotion	Walging	0.30868571004402257	0.8779650702631443
id-1285_AU16Open-33_AU5-33	1	1	1	3	28	test	id-1285_AU16Open-33_AU5-33	emotion	Bang	0.5056354396311126	0.9195317466496816
id-1354_AU20-100_AU43-66_AU9-33	1	1	1	3	29	test_extra	id-1354_AU20-100_AU43-66_AU9-33	emotion	Walging	0.5307249025199864	0.6611885576708119
id-1380_AU12-33_AU13-33_AU22-33_AU9-33	1	1	1	3	30	train	id-1380_AU12-33_AU13-33_AU22-33_AU9-33	emotion	Blij	0.4354086532822901	1.0947925967648189
id-1274_AU26-100_AU9-33	1	1	1	3	31	test_extra	id-1274_AU26-100_AU9-33	emotion	Boos	0.6107169820575339	1.0112855444695017
id-1367_AU17-66_AU9-100	1	1	1	3	32	test_extra	id-1367_AU17-66_AU9-100	emotion	Boos	0.6208331092540109	0.8612294895410741
id-1342_AU14-100_AU25-66	1	1	1	3	33	train	id-1342_AU14-100_AU25-66	emotion	Blij	0.3299064295820657	0.7445579629693384
id-1270_AU12-100_AU13-100_AU14-66_AU2-100_AU25-66	1	1	1	3	34	test_extra	id-1270_AU12-100_AU13-100_AU14-66_AU2-100_AU25-66	emotion	Blij	0.5771515235336879	1.0863300231644644
id-1280_AU7-66	1	1	1	3	35	test_extra	id-1280_AU7-66	emotion	Verrassing	0.1498135071115797	2.0028763996378984
id-1273_AU13-33_AU4-100_AU9-100	1	1	1	3	36	train	id-1273_AU13-33_AU4-100_AU9-100	emotion	Verdrietig	0.21949242939574826	0.9696506482991936
id-1285_AU11-66_AU4-33	1	1	1	4	1	test_extra	id-1285_AU11-66_AU4-33	valence	-0.1440246859270778		5.3024361103616675
id-1285_AU11-66_AU4-33	1	1	1	4	1	test_extra	id-1285_AU11-66_AU4-33	arousal	-0.4646834206326473		5.3024361103616675
id-1363_AU2-66_AU24-100_AU26-33	1	1	1	4	2	test_extra	id-1363_AU2-66_AU24-100_AU26-33	valence	-0.20380851782133647		1.0604140518266831
id-1363_AU2-66_AU24-100_AU26-33	1	1	1	4	2	test_extra	id-1363_AU2-66_AU24-100_AU26-33	arousal	0.4538136330155093		1.0604140518266831
id-1377_AU10Open-66_AU16Open-66_AU26-100	1	1	1	4	3	test_extra	id-1377_AU10Open-66_AU16Open-66_AU26-100	valence	-0.2554400090027418		1.360301881597934
id-1377_AU10Open-66_AU16Open-66_AU26-100	1	1	1	4	3	test_extra	id-1377_AU10Open-66_AU16Open-66_AU26-100	arousal	0.418486823259811		1.360301881597934
id-1358_AU11-100_AU12-100_AU14-100_AU16Open-66_AU6-100	1	1	1	4	4	test	id-1358_AU11-100_AU12-100_AU14-100_AU16Open-66_AU6-100	valence	0.3722902258869748		0.8353059717665019
id-1358_AU11-100_AU12-100_AU14-100_AU16Open-66_AU6-100	1	1	1	4	4	test	id-1358_AU11-100_AU12-100_AU14-100_AU16Open-66_AU6-100	arousal	0.29620171256700906		0.8353059717665019
id-1293_AU10Open-100_AU11-33_AU14-33_AU22-33_AU27i-33	1	1	1	4	5	train	id-1293_AU10Open-100_AU11-33_AU14-33_AU22-33_AU27i-33	valence	-0.0027174469042844872		1.227037552877846
id-1293_AU10Open-100_AU11-33_AU14-33_AU22-33_AU27i-33	1	1	1	4	5	train	id-1293_AU10Open-100_AU11-33_AU14-33_AU22-33_AU27i-33	arousal	0.2771795842370177		1.227037552877846
id-1264_AU10Open-33_AU25-66_AU4-66	1	1	1	4	6	test	id-1264_AU10Open-33_AU25-66_AU4-66	valence	0.2907668187584401		0.9271038407737252
id-1264_AU10Open-33_AU25-66_AU4-66	1	1	1	4	6	test	id-1264_AU10Open-33_AU25-66_AU4-66	arousal	-0.201091070917052		0.9271038407737252
id-1273_AU11-100_AU15-33_AU20-33	1	1	1	4	7	train	id-1273_AU11-100_AU15-33_AU20-33	valence	-0.010869787617137949		1.4939051962346641
id-1273_AU11-100_AU15-33_AU20-33	1	1	1	4	7	train	id-1273_AU11-100_AU15-33_AU20-33	arousal	-0.6087081065597252		1.4939051962346641
id-1280_AU20-100_AU27i-66_AU9-33	1	1	1	4	8	test_extra	id-1280_AU20-100_AU27i-66_AU9-33	valence	-0.3722902258869748		1.0852167728903623
id-1280_AU20-100_AU27i-66_AU9-33	1	1	1	4	8	test_extra	id-1280_AU20-100_AU27i-66_AU9-33	arousal	0.03804425665998282		1.0852167728903623
id-1339_AU22-33_AU25-100_AU27i-100_AU4-66	1	1	1	4	9	test_extra	id-1339_AU22-33_AU25-100_AU27i-100_AU4-66	valence	0.4674008675369317		0.6518729349177192
id-1339_AU22-33_AU25-100_AU27i-100_AU4-66	1	1	1	4	9	test_extra	id-1339_AU22-33_AU25-100_AU27i-100_AU4-66	arousal	0.1521770266399313		0.6518729349177192
id-1291_AU20-33_AU24-100_AU25-33_AU27i-100	1	1	1	4	10	test	id-1291_AU20-33_AU24-100_AU25-33_AU27i-100	valence	-0.06521872570282768		3.7939333897202228
id-1291_AU20-33_AU24-100_AU25-33_AU27i-100	1	1	1	4	10	test	id-1291_AU20-33_AU24-100_AU25-33_AU27i-100	arousal	-0.3641378851741212		3.7939333897202228
id-1307_AU1-66_AU10Open-100_AU6-33	1	1	1	4	11	test_extra	id-1307_AU1-66_AU10Open-100_AU6-33	valence	-0.2418527744813193		1.99380407398894
id-1307_AU1-66_AU10Open-100_AU6-33	1	1	1	4	11	test_extra	id-1307_AU1-66_AU10Open-100_AU6-33	arousal	-0.07065361951139666		1.99380407398894
id-1361_AU1-100_AU17-66_AU27i-33_AU5-66	1	1	1	4	12	train	id-1361_AU1-100_AU17-66_AU27i-33_AU5-66	valence	0.100545535458526		1.5437276738680341
id-1361_AU1-100_AU17-66_AU27i-33_AU5-66	1	1	1	4	12	train	id-1361_AU1-100_AU17-66_AU27i-33_AU5-66	arousal	-0.201091070917052		1.5437276738680341
id-1363_AU1-100_AU25-66_AU5-66	1	1	1	4	13	test_extra	id-1363_AU1-100_AU25-66_AU5-66	valence	0.01630468142570692		1.2936740941709104
id-1363_AU1-100_AU25-66_AU5-66	1	1	1	4	13	test_extra	id-1363_AU1-100_AU25-66_AU5-66	arousal	-0.5570766153783199		1.2936740941709104
id-1295_AU12-33_AU2-66_AU27i-66	1	1	1	4	14	test_extra	id-1295_AU12-33_AU2-66_AU27i-66	valence	0.2663097966198797		1.1103569705828704
id-1295_AU12-33_AU2-66_AU27i-66	1	1	1	4	14	test_extra	id-1295_AU12-33_AU2-66_AU27i-66	arousal	-0.05434893808568974		1.1103569705828704
id-1356_AU22-100	1	1	1	4	15	train	id-1356_AU22-100	valence	-0.013587234521422437		0.9437041893588684
id-1356_AU22-100	1	1	1	4	15	train	id-1356_AU22-100	arousal	-0.9239319474567256		0.9437041893588684
id-1360_AU1-66_AU14-66_AU15-66	1	1	1	4	16	test_extra	id-1360_AU1-66_AU14-66_AU15-66	valence	0.0		1.0353876543927072
id-1360_AU1-66_AU14-66_AU15-66	1	1	1	4	16	test_extra	id-1360_AU1-66_AU14-66_AU15-66	arousal	-0.5217498056226214		1.0353876543927072
id-1266_AU20-100_AU22-100_AU24-100_AU25-66_AU6-66	1	1	1	4	17	test_extra	id-1266_AU20-100_AU22-100_AU24-100_AU25-66_AU6-66	valence	-0.105980429267095		1.0269531535350325
id-1266_AU20-100_AU22-100_AU24-100_AU25-66_AU6-66	1	1	1	4	17	test_extra	id-1266_AU20-100_AU22-100_AU24-100_AU25-66_AU6-66	arousal	-0.30707150018414703		1.0269531535350325
id-1323_AU10Open-33_AU11-33	1	1	1	4	18	train	id-1323_AU10Open-33_AU11-33	valence	0.08695830093710358		1.3021354603420148
id-1323_AU10Open-33_AU11-33	1	1	1	4	18	train	id-1323_AU10Open-33_AU11-33	arousal	-0.2880493718541556		1.3021354603420148
id-1356_AU11-100_AU12-33_AU25-66	1	1	1	4	19	test_extra	id-1356_AU11-100_AU12-33_AU25-66	valence	0.09239319474567256		1.4104044829450686
id-1356_AU11-100_AU12-33_AU25-66	1	1	1	4	19	test_extra	id-1356_AU11-100_AU12-33_AU25-66	arousal	0.07608851331996565		1.4104044829450686
id-1260_AU12-66_AU20-100_AU22-66_AU43-66	1	1	1	4	20	test_extra	id-1260_AU12-66_AU20-100_AU22-66_AU43-66	valence	0.08967574784138807		2.8104951005516345
id-1260_AU12-66_AU20-100_AU22-66_AU43-66	1	1	1	4	20	test_extra	id-1260_AU12-66_AU20-100_AU22-66_AU43-66	arousal	-0.105980429267095		2.8104951005516345
id-1354_AU12-33_AU13-33	1	1	1	4	21	test_extra	id-1354_AU12-33_AU13-33	valence	0.04347915046855179		1.6687334846242263
id-1354_AU12-33_AU13-33	1	1	1	4	21	test_extra	id-1354_AU12-33_AU13-33	arousal	-0.3559855444612677		1.6687334846242263
id-1280_AU11-33_AU17-66_AU2-66_AU26-66_AU9-66	1	1	1	4	22	test	id-1280_AU11-33_AU17-66_AU2-66_AU26-66_AU9-66	valence	-0.1440246859270778		0.4105391113675978
id-1280_AU11-33_AU17-66_AU2-66_AU26-66_AU9-66	1	1	1	4	22	test	id-1280_AU11-33_AU17-66_AU2-66_AU26-66_AU9-66	arousal	0.01630468142570692		0.4105391113675978
id-1378_AU11-66_AU27i-33_AU4-100	1	1	1	4	23	test_extra	id-1378_AU11-66_AU27i-33_AU4-100	valence	-0.11685021688423293		1.5270029600142152
id-1378_AU11-66_AU27i-33_AU4-100	1	1	1	4	23	test_extra	id-1378_AU11-66_AU27i-33_AU4-100	arousal	0.3478332037484143		1.5270029600142152
id-1380_AU22-66_AU7-33	1	1	1	4	24	test_extra	id-1380_AU22-66_AU7-33	valence	-0.03804425665998282		1.2020017978629771
id-1380_AU22-66_AU7-33	1	1	1	4	24	test_extra	id-1380_AU22-66_AU7-33	arousal	-0.6956664074968286		1.2020017978629771
id-1274_AU2-66_AU5-33_AU6-66	1	1	1	4	25	test_extra	id-1274_AU2-66_AU5-33_AU6-66	valence	-0.07065361951139666		0.6853688486735336
id-1274_AU2-66_AU5-33_AU6-66	1	1	1	4	25	test_extra	id-1274_AU2-66_AU5-33_AU6-66	arousal	-0.13587234521422434		0.6853688486735336
id-1362_AU11-33_AU13-66_AU17-33_AU2-100_AU22-33	1	1	1	4	26	test_extra	id-1362_AU11-33_AU13-66_AU17-33_AU2-100_AU22-33	valence	0.09782808855424154		3.702271054708035
