	rep	session	run	block	trial	data_split	trial_type	rating_type	rating	rating_intensity	rating_RT
id-1266_AU17-100_AU20-66	1	1	1	1	1	test_extra	id-1266_AU17-100_AU20-66	valence	-0.24728766828988802		3.53593596572864
id-1266_AU17-100_AU20-66	1	1	1	1	1	test_extra	id-1266_AU17-100_AU20-66	arousal	0.255440009002742		3.53593596572864
id-1370_AU2-33_AU27i-66	1	1	1	1	2	test_extra	id-1370_AU2-33_AU27i-66	valence	0.505445124196915		1.76020291887562
id-1370_AU2-33_AU27i-66	1	1	1	1	2	test_extra	id-1370_AU2-33_AU27i-66	arousal	-0.201091070917052		1.76020291887562
id-1335_AU11-100_AU16Open-100_AU5-33	1	1	1	1	3	test_extra	id-1335_AU11-100_AU16Open-100_AU5-33	valence	-0.002717446904284		5.41911332565269
id-1335_AU11-100_AU16Open-100_AU5-33	1	1	1	1	3	test_extra	id-1335_AU11-100_AU16Open-100_AU5-33	arousal	-0.616860447272578		5.41911332565269
id-1270_AU1-100_AU11-33_AU24-33_AU6-33	1	1	1	1	4	test_extra	id-1270_AU1-100_AU11-33_AU24-33_AU6-33	valence	-0.10598042926709499		1.32706994670116
id-1270_AU1-100_AU11-33_AU24-33_AU6-33	1	1	1	1	4	test_extra	id-1270_AU1-100_AU11-33_AU24-33_AU6-33	arousal	-0.17119915496992302		1.32706994670116
id-1280_AU12-100_AU14-33_AU27i-66_AU4-66	1	1	1	1	5	test_extra	id-1280_AU12-100_AU14-33_AU27i-66_AU4-66	valence	-0.36957277898269		3.79531708489139
id-1280_AU12-100_AU14-33_AU27i-66_AU4-66	1	1	1	1	5	test_extra	id-1280_AU12-100_AU14-33_AU27i-66_AU4-66	arousal	0.858713221753898		3.79531708489139
id-1270_AU22-66_AU26-100	1	1	1	1	6	train	id-1270_AU22-66_AU26-100	valence	-0.0054348938085690005		1.99388925128187
id-1270_AU22-66_AU26-100	1	1	1	1	6	train	id-1270_AU22-66_AU26-100	arousal	-0.35055065065269897		1.99388925128187
id-1264_AU10Open-33_AU12-66	1	1	1	1	7	test_extra	id-1264_AU10Open-33_AU12-66	valence	0.073371066415681		2.13547485232539
id-1264_AU10Open-33_AU12-66	1	1	1	1	7	test_extra	id-1264_AU10Open-33_AU12-66	arousal	0.114132769979948		2.13547485232539
id-1323_AU11-33_AU16Open-33_AU2-33_AU27i-100	1	1	1	1	8	test_extra	id-1323_AU11-33_AU16Open-33_AU2-33_AU27i-100	valence	-0.255440009002742		5.30247994853926
id-1323_AU11-33_AU16Open-33_AU2-33_AU27i-100	1	1	1	1	8	test_extra	id-1323_AU11-33_AU16Open-33_AU2-33_AU27i-100	arousal	-0.45924852682407796		5.30247994853926
id-1280_AU11-33_AU17-66_AU2-66_AU26-66_AU9-66	1	1	1	1	9	test	id-1280_AU11-33_AU17-66_AU2-66_AU26-66_AU9-66	valence	-0.407617035642673		1.1518580219872099
id-1280_AU11-33_AU17-66_AU2-66_AU26-66_AU9-66	1	1	1	1	9	test	id-1280_AU11-33_AU17-66_AU2-66_AU26-66_AU9-66	arousal	0.8424085403281909		1.1518580219872099
id-1309_AU2-33_AU26-66_AU4-100_AU5-100	1	1	1	1	10	train	id-1309_AU2-33_AU26-66_AU4-100_AU5-100	valence	-0.182068942587061		2.2020863600564597
id-1309_AU2-33_AU26-66_AU4-100_AU5-100	1	1	1	1	10	train	id-1309_AU2-33_AU26-66_AU4-100_AU5-100	arousal	0.676644279166837		2.2020863600564597
id-1358_AU1-33_AU4-33_AU9-33	1	1	1	1	11	test_extra	id-1358_AU1-33_AU4-33_AU9-33	valence	-0.19022128329991397		8.56953542432166
id-1358_AU1-33_AU4-33_AU9-33	1	1	1	1	11	test_extra	id-1358_AU1-33_AU4-33_AU9-33	arousal	-0.66033959774113		8.56953542432166
id-1358_AU10Open-33_AU22-100_AU6-100	1	1	1	1	12	test_extra	id-1358_AU10Open-33_AU22-100_AU6-100	valence	-0.40489958873838894		5.54409027149086
id-1358_AU10Open-33_AU22-100_AU6-100	1	1	1	1	12	test_extra	id-1358_AU10Open-33_AU22-100_AU6-100	arousal	-0.21739575234275896		5.54409027149086
id-1358_AU16Open-33_AU17-33_AU2-100	1	1	1	1	13	train	id-1358_AU16Open-33_AU17-33_AU2-100	valence	-0.07065361951139701		1.42695792838276
id-1358_AU16Open-33_AU17-33_AU2-100	1	1	1	1	13	train	id-1358_AU16Open-33_AU17-33_AU2-100	arousal	-0.644034916315423		1.42695792838276
id-1279_AU22-66_AU25-66_AU5-66	1	1	1	1	14	test_extra	id-1279_AU22-66_AU25-66_AU5-66	valence	0.144024685927078		3.38554465624929
id-1279_AU22-66_AU25-66_AU5-66	1	1	1	1	14	test_extra	id-1279_AU22-66_AU25-66_AU5-66	arousal	-0.71468853582682		3.38554465624929
id-1355_AU13-33_AU15-100_AU2-100_AU20-66_AU4-33	1	1	1	1	15	test_extra	id-1355_AU13-33_AU15-100_AU2-100_AU20-66_AU4-33	valence	-0.18750383639563		3.41894157026672
id-1355_AU13-33_AU15-100_AU2-100_AU20-66_AU4-33	1	1	1	1	15	test_extra	id-1355_AU13-33_AU15-100_AU2-100_AU20-66_AU4-33	arousal	0.22826553995989698		3.41894157026672
id-1315_AU14-100_AU26-66	1	1	1	1	16	train	id-1315_AU14-100_AU26-66	valence	-0.500010230388346		4.6940085744872695
